person_id,name,title,organization,type,tickers,age,born,pay,exercised,unexercised
PER-5644,Mr. Christopher J. Perry,President & Executive Officer,,executive,BR,63,1962,2058584,5102558,334580
PER-5937,Mr. Christopher J. Schnirel,"Executive VP, Chief Accounting Officer & Controller",,executive,CFG,53,1972,<NA>,0,0
PER-7655,Mr. Christopher J. Wronsky,Senior VP & Chief Human Resource Officer,,executive,LMT,<NA>,<NA>,<NA>,0,0
PER-8450,Mr. Christopher James Littlefield,President of Retirement & Income Solutions,,executive,PFG,58,1967,2100644,0,1907930
PER-7007,Mr. Christopher Jerome Swift CPA,Chairman & CEO,,executive,HIG,64,1961,6245415,8846674,121065496
PER-8857,Mr. Christopher John Nelson,"President, CEO & Director",,executive,SWK,55,1970,2913843,0,0
PER-7841,Mr. Christopher K. Cox,Chief Product Officer,,executive,META,42,1983,1937677,0,0
PER-6968,Mr. Christopher K. Tyler,Executive VP & Chief Information Officer,,executive,GL,51,1974,<NA>,0,0
PER-8180,Mr. Christopher L. Jensen,Executive VP &  Chief Human Resources Officer,,executive,NXPI,56,1969,810898,0,0
PER-5829,Mr. Christopher L. Winfrey,"President, CEO & Director",,executive,CHTR,49,1976,5752660,7913604,69942784
PER-9599,Mr. Christopher Lee Turner,CEO & Director,,executive,YUM,49,1976,2029209,0,3075027
PER-6239,Mr. Christopher M. Bouda,VP & Chief Accounting Officer,,executive,DHR,<NA>,<NA>,<NA>,0,0
PER-5318,Mr. Christopher M. Cuddy,"Senior VP, President of North America & President of Carbohydrate Solutions",,executive,ADM,51,1974,1287535,0,0
PER-7481,Mr. Christopher M. Jakubik C.F.A.,Investor Relations Contact,,executive,KMB,<NA>,<NA>,<NA>,0,0
PER-6819,Mr. Christopher M. Mulhall,Chief Accounting Officer,,executive,FTV,51,1974,<NA>,0,0
PER-7418,Mr. Christopher M. Scalia,Executive VP & Chief Human Resources Officer,,executive,JCI,48,1977,425331,0,0
PER-7467,Mr. Christopher Marrott Gorman,"Chairman, President & CEO",,executive,KEY,64,1961,4027457,36881,920731
PER-6314,Mr. Christopher Michael Berry CPA,Group VP & Chief Accounting Officer,,executive,DVA,50,1975,<NA>,0,0
PER-8197,Mr. Christopher O. Champion,"VP, Chief Accounting Officer & Controller",,executive,OXY,55,1970,1565275,0,0
PER-7221,Mr. Christopher P. Rauch,"Senior VP, General Counsel & Secretary",,executive,ITW,<NA>,<NA>,<NA>,0,0
PER-6246,Mr. Christopher R. Armstrong,Executive VP & Chief Customer Officer,,executive,DAY,56,1969,899684,1211317,855267
PER-6702,Mr. Christopher R. Ellis,Executive VP and Head of Strategic Initiatives & Partnership,,executive,FDS,52,1973,<NA>,0,0
PER-8615,Mr. Christopher R. Fenimore CPA,Executive VP of Finance & CFO,,executive,REGN,54,1971,1269250,9054700,16618295
PER-9260,Mr. Christopher R. Zaetta,"Executive VP, Chief Legal Officer & Corporate Secretary",,executive,UNH,53,1972,1872229,0,711293
PER-7721,Mr. Christopher Robert Concannon J.D.,CEO & Director,,executive,MKTX,58,1967,2292500,0,0
PER-8147,Mr. Christopher S. Moser,Executive VP and Head of Competitive Markets & Policy,,executive,NRG,54,1971,682057,0,0
PER-7920,Mr. Christopher Scott Edmonds,President of ICE Fixed Income & Data Services,,executive,ICE,56,1969,2270889,0,4144134
PER-8584,Mr. Christopher T. Calio,Chairman & CEO,,executive,RTX,51,1974,4310200,516555,8149284
PER-5346,Mr. Christopher T. Forsythe,Senior VP & CFO,,executive,ATO,53,1972,1659156,0,0
PER-6945,Mr. Christopher T. Galla,"Senior VP, General Counsel & Corporate Secretary",,executive,GPC,50,1975,721795,0,0
PER-6651,Mr. Christopher W. Lacy,"Executive VP, General Counsel & Corporate Secretary",,executive,EXE,47,1978,1359043,0,0
PER-7077,Mr. Christopher W. Silcock,President of Global Brands and Commercial Services,,executive,HLT,53,1972,2066758,0,15401411
PER-7182,Mr. Christopher W. Soong,Executive VP & Chief Information Officer,,executive,HII,52,1973,<NA>,0,0
PER-5614,Mr. Christos  Dimopoulos,Executive VP of Global Markets & Chief Sustainability Officer,,executive,BG,51,1974,2916111,31131,1265618
PER-9653,Mr. Christos  Ross,Senior Vice President of Global Operations,,executive,WAT,<NA>,<NA>,<NA>,0,0
PER-7468,Mr. Clark Harold Ibrahim Khayat J.D.,Chief Financial Officer,,executive,KEY,53,1972,2423000,0,0
PER-8116,Mr. Claude E. Elkins Jr.,Executive VP & Chief Commercial Officer,,executive,NSC,59,1966,1385722,845284,0
PER-7965,Mr. Claudio  Coni,Chief Information Officer,,executive,MHK,57,1968,<NA>,0,0
PER-7259,Mr. Clay M. Gaspar,"President, CEO & Director",,executive,DVN,53,1972,2047742,0,0
PER-7333,Mr. Clay R. Ellis,Senior Vice President of Global Cellulose Fibers & IP Asia,,executive,IP,54,1971,1458157,0,0
PER-9011,Mr. Clayton  Magouyrk,Chief Executive Officer & Director,,executive,ORCL,39,1986,<NA>,0,0
PER-8209,Mr. Clayton G. Brinker,VP of Accounting & Finance and Principal Accounting Officer,,executive,ODFL,39,1986,<NA>,0,0
PER-7966,Mr. Clifford C. Suing,CFO of Global Ceramic Segment,,executive,MHK,60,1965,<NA>,0,0
PER-6857,Mr. Clifton  Albert Pemble,"President, CEO & Director",,executive,GRMN,<NA>,<NA>,1440831,0,0
PER-7991,Mr. Clint G. Gartin,Chairman of Investment Banking,,executive,MS,<NA>,<NA>,<NA>,0,0
PER-5625,Mr. Colin  Joynt,Senior VP & Chief Information Officer,,executive,BXP,<NA>,<NA>,<NA>,0,0
PER-8548,Mr. Colin  Ryan,Executive VP and Chief Strategy & Corporate Development Officer,,executive,QCOM,<NA>,<NA>,<NA>,0,0
PER-9106,Mr. Colin W. Yankee,Executive VP & Chief Supply Chain Officer,,executive,TSCO,47,1978,<NA>,0,0
PER-8687,Mr. Connie  Kao,Group Vice President of Investor & Media Relations,,executive,ROST,<NA>,<NA>,<NA>,0,0
PER-7491,Mr. Conor C. Flynn,CEO & Board of Director,,executive,KIM,44,1981,4624336,0,0
PER-7868,Mr. Corey Ian Sanders,Advisor to President & CEO,,executive,MGM,61,1964,3277673,0,0
PER-6105,Mr. Cornel B. Fuerer,Senior VP & Strategic Advisor,,executive,CTVA,58,1967,1509774,475294,0
PER-6442,Mr. Cornelius  Boone,Senior VP & Chief People Officer,,executive,EBAY,45,1980,1924472,0,0
PER-7525,Mr. Cory  Onell,Executive VP and Chief Omnichannel Sales & Asia Emerging Markets Officer,,executive,KHC,51,1974,826235,0,0
PER-5743,Mr. Craig  Cowman,President of Biopharma Solutions & Strategic Sourcing,,executive,CAH,<NA>,<NA>,<NA>,0,0
PER-5143,Mr. Craig A. Lampo CPA,Executive VP & CFO,,executive,APH,55,1970,1927606,49897500,121367528
PER-9251,Mr. Craig Adam Pintoff J.D.,Executive VP & Chief Administrative Officer,,executive,URI,55,1970,1394770,0,0
PER-8086,Mr. Craig Anthony Williams,Full-Time Non-Executive Employee,,executive,NKE,54,1971,1267250,0,0
PER-7769,Mr. Craig E. Vosburg,Chief Services Officer,,executive,MA,58,1967,2323225,18232652,26102528
PER-8021,Mr. Craig Jack Read,Global Controller & Chief Accounting Officer,,executive,MSCI,56,1969,<NA>,0,0
PER-7389,Mr. Craig Keith Morgan,Chief Legal Officer & Secretary,,executive,JKHY,49,1976,869950,0,0
PER-9571,Mr. Craig Scott Billings,CEO & Director,,executive,WYNN,52,1973,4717721,535833,27521
PER-5783,Mr. Craig Steven Donohue,"CEO, President & Director",,executive,CBOE,63,1962,<NA>,0,0
PER-6866,Mr. Craig W. Safian CPA,Executive VP & CFO,,executive,IT,56,1969,1890964,10391843,9208055
PER-8549,Mr. Cristiano Renno Amon,"CEO, President & Director",,executive,QCOM,55,1970,5539054,0,0
PER-9174,Mr. Curt T. Calaway,Chief Financial Officer,,executive,TSN,51,1974,2774974,0,40389
PER-5887,Mr. Curtis E. Garner III,President and Chief Strategy & Technology Officer,,executive,CMG,55,1970,2651688,10602540,38608592
PER-5576,Mr. Curtis E. Selby,Senior Vice President of Human Resources & Public Affairs,,executive,AOS,57,1968,<NA>,0,0
PER-8420,Mr. Curtis J. Scheel,Director of Investor Relations,,executive,POOL,66,1959,<NA>,0,0
PER-8661,Mr. Cyril P. Perducat,Senior VP & CTO,,executive,ROK,56,1969,<NA>,0,0
PER-8154,Mr. D. Chad Utermark,Executive Vice President of New Markets & Innovation,,executive,NUE,56,1969,2562421,0,3506086
PER-9308,Mr. D. James Bidzos,"Executive Chairman, CEO & President",,executive,VRSN,70,1955,2322995,0,0
PER-5753,Mr. D. James Umpleby III,Executive Chairman of the Board,,executive,CAT,67,1958,7056284,18831304,26290622
PER-5704,Mr. D. Keith Oden,"Executive Vice Chairman of the Board, Principal Executive Officer & Trust Manager of the Board",,executive,CPT,68,1957,3192188,0,0
PER-8991,Mr. D. Scott Pryor,President of Logistics & Transportation,,executive,TRGP,62,1963,1975043,0,0
PER-7579,Mr. D. Zachary Hudson J.D.,"Executive VP, Global General Counsel & Secretary",,executive,LVS,45,1980,3689136,0,8540000
PER-8928,Mr. D.J.  Casto,Executive VP & Chief Human Resources Officer,,executive,SYF,<NA>,<NA>,<NA>,0,0
PER-7779,Mr. D.V.  Williams,Chief People Officer,,executive,MTCH,<NA>,<NA>,<NA>,0,0
PER-8148,Mr. Dak  Liyanearachchi,Executive VP & CTO,,executive,NRG,56,1969,<NA>,0,0
PER-7693,Mr. Dale  Friedrichs,Executive Vice President of Operational Excellence & HSE,,executive,LYB,61,1964,<NA>,0,0
PER-5132,Mr. Dalip Mohan Puri,Executive VP & CFO,,executive,AME,52,1973,1074448,0,1707640
PER-7340,Mr. Dallas B. Tanner,"Co-Founder, CEO, President & Director",,executive,INVH,44,1981,2940231,0,0
PER-7829,Mr. Dalton E. Smart III,"Senior VP of Finance, Principal Accounting Officer & Global Controller",,executive,MRK,58,1967,<NA>,0,0
PER-8461,Mr. Damon D. Jones,Chief Communications Officer,,executive,PG,49,1976,<NA>,0,0
PER-5636,Mr. Damon J. Lee,Chief Financial Officer,,executive,CHRW,47,1978,2182623,0,0
PER-7674,Mr. Dan Clayton Griggs Jr.,Senior VP of Tax & Chief Accounting Officer,,executive,LOW,47,1978,<NA>,0,0
PER-5993,Mr. Dana  Bolden,Chief Communications Officer,,executive,CL,58,1967,<NA>,0,0
PER-7842,Mr. Dana  White,Independent Director,,executive,META,<NA>,<NA>,272,0,0
PER-7511,Mr. Dane Eric Holmes,Chief Administrative Officer,,executive,KKR,53,1972,3600000,0,0
PER-7360,Mr. Daniel  Borges,Chief Accounting Officer & Senior VP,,executive,IRM,56,1969,<NA>,0,0
PER-8040,Mr. Daniel  De Lorenzo,"VP, Controller & Chief Accounting Officer",,executive,NTAP,42,1983,<NA>,0,0
PER-7268,Mr. Daniel  Delrosario,Senior VP of Investor Relations & Treasurer,,executive,DLTR,<NA>,<NA>,<NA>,0,0
PER-5733,Mr. Daniel  Gill,Chief Product Officer,,executive,CVNA,42,1983,876306,0,50856796
PER-7542,Mr. Daniel  Gittsovich,Vice President of Investor Relations & Corporate Development,,executive,LHX,<NA>,<NA>,<NA>,0,0
PER-6728,Mr. Daniel  Guglielmone,"Executive VP, CFO & Treasurer",,executive,FRT,58,1967,1235215,0,0
PER-7475,Mr. Daniel  Thomasson,Senior Vice President of Advanced Technology,,executive,KEYS,<NA>,<NA>,<NA>,0,0
PER-7589,Mr. Daniel A. Atkinson IV,"SVP, Chief Accounting Officer & Corporate Controller",,executive,LDOS,46,1979,<NA>,0,0
PER-8896,Mr. Daniel A. Carestio,"President, CEO & Director",,executive,STE,52,1973,2284218,0,9352543
PER-6568,Mr. Daniel A. Weekley,President of Ohio Operations,,executive,D,<NA>,<NA>,<NA>,0,0
PER-7992,Mr. Daniel Aaron Simkowitz,Co-President,,executive,MS,59,1966,10901300,0,0
PER-7419,Mr. Daniel C. McConeghy,VP and Chief Accounting & Tax Officer,,executive,JCI,57,1968,<NA>,0,0
PER-6002,Mr. Daniel C. Murdock,"Executive VP, Chief Accounting Officer & Controller",,executive,CMCSA,51,1974,<NA>,0,0
PER-6286,Mr. Daniel Charles Janki,Executive VP & CFO,,executive,DAL,56,1969,3874160,0,1617636
PER-8172,Mr. Daniel David Malzahn,"Senior VP, CFO & Treasurer",,executive,NVR,55,1970,1434848,24391460,92933944
PER-6130,Mr. Daniel Dennis Guffey C.F.A.,"VP of Finance, Investor Relations & Treasurer",,executive,CTRA,<NA>,<NA>,<NA>,0,0
PER-7426,Mr. Daniel Eduardo Pinto,Vice Chairman,,executive,JPM,62,1963,6572089,0,0
PER-6838,Mr. Daniel Ernesto Gamba CFA,Co-President & Chief Commercial Officer,,executive,BEN,56,1969,<NA>,0,0
PER-6652,Mr. Daniel F. Turco,Executive Vice President of Marketing & Commercial,,executive,EXE,45,1980,<NA>,0,0
PER-6067,Mr. Daniel G. McBride Esq.,Executive VP & COO,,executive,COO,61,1964,943666,7090095,16448472
PER-5840,Mr. Daniel G. Queenan J.D.,Executive Group President,,executive,CBRE,52,1973,2477285,0,0
PER-5180,Mr. Daniel Gesua Sive Salvadori,Executive VP and Group President of Established Pharmaceuticals & Nutritional Products,,executive,ABT,46,1979,1891684,0,29351640
PER-9327,Mr. Daniel H. Schulman,Director & CEO,,executive,VZ,67,1958,155000,0,0
PER-7580,Mr. Daniel J. Briggs,Senior Vice President of Investor Relations,,executive,LVS,<NA>,<NA>,<NA>,0,0
PER-8500,Mr. Daniel J. Cregg,Executive VP & CFO,,executive,PEG,61,1964,1877738,0,0
PER-8954,Mr. Daniel J. Drobac,VP & Chief Accounting Officer,,executive,TMUS,49,1976,<NA>,0,0
PER-5309,Mr. Daniel J. Durn,"CFO and Executive VP of Finance, Technology, Security & Operations",,executive,ADBE,59,1966,1803676,0,0
PER-6257,Mr. Daniel J. Kiernan,President of Olive Garden,,executive,DRI,64,1961,1806851,4048239,1911317
PER-5445,Mr. Daniel J. Rabbitt,Chief Financial Officer,,executive,BALL,57,1968,<NA>,0,0
PER-5455,Mr. Daniel Jerome Jaksich,"VP, Controller & Principal Accounting Officer",,executive,BRK.B,<NA>,<NA>,<NA>,0,0
PER-7153,Mr. Daniel Joseph Innamorato,Director of Investor Relations,,executive,HUBB,<NA>,<NA>,<NA>,0,0
PER-6161,Mr. Daniel K. Schlanger,Executive VP & Chief Transformation Officer,,executive,CCI,51,1974,1379283,0,0
PER-6056,Mr. Daniel L. Eggers C.F.A.,Senior Executive Vice President of Finance & Data Economy,,executive,CEG,48,1977,2021767,0,0
PER-6719,Mr. Daniel L. Florness,CEO & Director,,executive,FAST,62,1963,828004,0,0
PER-5677,Mr. Daniel L. Poland,Executive Vice President & Chief Enterprise Transformation Officer,,executive,CPB,62,1963,1477573,0,0
PER-5347,Mr. Daniel M. Meziere CPA,VP of Investor Relations & Treasurer,,executive,ATO,64,1961,<NA>,0,0
PER-7608,Mr. Daniel M. Sessa J.D.,Executive VP & Chief HR Officer,,executive,LII,60,1965,1588821,4357263,4551441
PER-6354,Mr. Daniel N. Wesson,Executive VP & COO,,executive,FANG,41,1984,1789167,0,0
PER-6957,Mr. Daniel P.  O'Day,Chairman & CEO,,executive,GILD,60,1965,7137565,0,30103994
PER-7325,Mr. Daniel P. Connally C.F.A.,VP & Head of Investor Relations,,executive,ISRG,<NA>,<NA>,<NA>,0,0
PER-8974,Mr. Daniel P. Emerson J.D.,Executive VP & Chief Legal Officer,,executive,TTWO,53,1972,1965435,0,0
PER-8135,Mr. Daniel P. Henry,Executive Vice President and Chief Digital & Technology Officer,,executive,NCLH,54,1971,<NA>,0,0
PER-9669,Mr. Daniel P. Krueger,Executive Vice President of WEC Infrastructure & Generation Planning,,executive,WEC,59,1966,<NA>,0,0
PER-8616,Mr. Daniel P. Van Plew,Executive VP and GM of Industrial Operations & Product Supply,,executive,REGN,52,1973,1905481,20283170,9502018
PER-5230,Mr. Daniel Paul Amos,Chairman & CEO,,executive,AFL,73,1952,8868383,0,0
PER-8106,Mr. Daniel R. Hopgood,Executive VP & CFO,,executive,NDSN,52,1973,1010322,0,0
PER-8155,Mr. Daniel R. Needham,Executive Vice President of Commercial,,executive,NUE,59,1966,2760452,0,46202
PER-6671,Mr. Daniel R. Wall,"CEO, President & Director",,executive,EXPD,56,1969,3422233,0,0
PER-8136,Mr. Daniel S. Farkas J.D.,"Executive VP, General Counsel, Chief Development Officer & Secretary",,executive,NCLH,56,1969,3199091,0,0
PER-6093,Mr. Daniel S. Fishbein,General Counsel,,executive,CPAY,51,1974,<NA>,0,0
PER-8836,Mr. Daniel S. Tucker,Senior Advisor,,executive,SO,55,1970,2134631,0,0
PER-9136,Mr. Daniel Stephen Frey CPA,Executive VP & CFO,,executive,TRV,60,1965,3092606,2126585,3375342
PER-5564,Mr. Daniel Stephen Hafner,Chief Executive Officer of KAYAK,,executive,BKNG,56,1969,<NA>,0,0
PER-8481,Mr. Daniel Stephen Letter,CEO & Director,,executive,PLD,47,1978,1489054,0,0
PER-6520,Mr. Daniel T. Falstad,"Senior VP, General Counsel & Corporate Secretary",,executive,ETR,<NA>,<NA>,<NA>,0,0
PER-4966,Mr. Daniel T. Tsang,Senior VP & China Country Manager,,executive,ARE,<NA>,<NA>,<NA>,0,0
PER-9137,Mr. Daniel Tei-Hwa Yin,Executive VP & Co-Chief Investment Officer,,executive,TRV,59,1966,<NA>,0,0
PER-5723,Mr. Danielle  Dietz,Managing Vice President of Investor Relations,,executive,COF,<NA>,<NA>,<NA>,0,0
PER-9545,Mr. Danilo Marcelo Juvane C.F.A.,Vice President of Investor Relations,,executive,WMB,<NA>,<NA>,<NA>,0,0
PER-6916,Mr. Danny  Deep,President,,executive,GD,<NA>,<NA>,2136891,1136876,7240046
PER-5395,Mr. Danny G. Allouche,"Senior VP, Chief Strategy & Corporate Development Officer",,executive,AVY,50,1975,872868,0,0
PER-9309,Mr. Danny R. McPherson,Executive VP of Technology & Chief Security Officer,,executive,VRSN,<NA>,<NA>,1101685,0,0
PER-9194,Mr. Dara  Khosrowshahi,CEO & Director,,executive,UBER,55,1970,4852160,88184600,8370523
PER-9242,Mr. Darrell L. Ford,Executive VP & Chief Human Resources Officer,,executive,UPS,60,1965,<NA>,0,0
PER-6455,Mr. Darrell R. Brown,President & COO,,executive,ECL,61,1964,2852626,0,7437132
PER-7407,Mr. Darren  Snellgrove,Vice President of Investor Relations,,executive,JNJ,<NA>,<NA>,<NA>,0,0
PER-8766,Mr. Darren  Yip,Head of Investor Relations,,executive,NOW,<NA>,<NA>,<NA>,0,0
PER-5170,Mr. Darren  Zeidel,"Executive VP, General Counsel & Company Secretary",,executive,AON,53,1972,1187695,0,0
PER-7371,Mr. Darren P. Field,Executive VP & President of Intermodal,,executive,JBHT,54,1971,624027,0,0
PER-9270,Mr. Darren P. Lehrich,Vice President of Investor Relations,,executive,UHS,53,1972,<NA>,0,0
PER-6689,Mr. Darren W. Woods,"Chairman of the Board, President & CEO",,executive,XOM,60,1965,6913893,0,0
PER-7946,Mr. Darrin  Vohs,Chief Information Officer,,executive,TAP,<NA>,<NA>,<NA>,0,0
PER-5556,Mr. Darrin A. Hostetler,Chief Compliance Officer & VP of Global Compliance,,executive,BA,<NA>,<NA>,<NA>,0,0
PER-8218,Mr. Daryl D. Simm,Co-President & Co-COO,,executive,OMC,64,1961,6024968,0,0
PER-7703,Mr. Daryl N. Bible C.F.A.,Senior EVP & CFO,,executive,MTB,64,1961,2715226,0,0
PER-9642,Mr. Dave  Duvall,Chief Information Officer,,executive,WBD,<NA>,<NA>,<NA>,0,0
PER-5039,Mr. Dave  Fildes,Vice President of Investor Relations,,executive,AMZN,<NA>,<NA>,<NA>,0,0
PER-7959,Mr. Dave  Johnson,Chief Data & AI Officer,,executive,MRNA,<NA>,<NA>,<NA>,0,0
PER-7947,Mr. Dave  Osswald,Chief People & Culture Officer,,executive,TAP,<NA>,<NA>,<NA>,0,0
PER-6475,Mr. Daveen  Chopra,Corporate Vice President of Transcatheter Mitral & Tricuspid Therapies,,executive,EW,46,1979,1237258,192471,42930
PER-9310,Mr. David  Atchley CFA,"VP,  Treasury & Investor Relations",,executive,VRSN,53,1972,<NA>,0,0
PER-5714,Mr. David  Bernstein,CFO & Chief Accounting Officer,,executive,CCL,67,1958,11453712,0,0
PER-5464,Mr. David  Clair C.F.A.,VP of Investor Relations & Corporate Development,,executive,TECH,<NA>,<NA>,<NA>,0,0
PER-6867,Mr. David  Cohen,Senior Vice President of Investor Relations,,executive,IT,<NA>,<NA>,<NA>,0,0
PER-6996,Mr. David  Coleman,Senior Director of Investor Relations,,executive,HAL,<NA>,<NA>,<NA>,0,0
PER-8296,Mr. David  Ellison,Chairman & CEO,,executive,PSKY,<NA>,<NA>,<NA>,0,0
PER-8708,Mr. David  Ernsberger,President of S&P Global Energy,,executive,SPGI,<NA>,<NA>,<NA>,0,0
PER-5075,Mr. David  Fabricant,Senior Vice President of Controllership,,executive,AXP,54,1971,<NA>,0,0
PER-8080,Mr. David  Flechner,VP of Compliance & Corporate Secretary,,executive,NEE,<NA>,<NA>,<NA>,0,0
PER-5375,Mr. David  Foskett,President of Global Sales,,executive,ADP,49,1976,<NA>,0,0
PER-5994,Mr. David  Foster,Chief Information Officer,,executive,CL,<NA>,<NA>,<NA>,0,0
PER-6672,Mr. David  Hackett,SVP & Chief Financial Officer,,executive,EXPD,52,1973,<NA>,0,0
PER-7909,Mr. David  Herring,"Senior VP, Principal Accounting Officer & Chief Accounting Officer",,executive,MAA,51,1974,<NA>,0,0
PER-8049,Mr. David  Hyman J.D.,Chief Legal Officer & Secretary,,executive,NFLX,59,1966,7515647,38790456,87438464
PER-7492,Mr. David  Jamieson,"Executive VP, COO & Director",,executive,KIM,44,1981,2088899,0,0
PER-6848,Mr. David  Joint,Vice President of Investor Relations,,executive,FCX,<NA>,<NA>,<NA>,0,0
PER-6073,Mr. David  Kang,Chief Marketing & Analytics Officer,,executive,CPRT,<NA>,<NA>,<NA>,0,0
PER-7372,Mr. David  Keefauver,Executive Vice President of People,,executive,JBHT,52,1973,<NA>,0,0
PER-6276,Mr. David  Kennedy,Chief Financial Officer,,executive,DELL,48,1977,<NA>,0,0
PER-7694,Mr. David  Kinney,Head of Investor Relations,,executive,LYB,<NA>,<NA>,<NA>,0,0
PER-5376,Mr. David  Kwon J.D.,"Corporate VP, Chief Legal Officer & General Counsel",,executive,ADP,55,1970,<NA>,0,0
PER-8566,Mr. David  Lauren,"Vice Chairman, Chief Branding & Innovation Officer and Strategic Advisor to the CEO",,executive,RL,53,1972,2878350,0,0
