person_id,name,title,organization,type,tickers,age,born,pay,exercised,unexercised
PER-2380,Joseph R. Massaro,Vice Chair & President of Engineered Components Group,,executive,APTV,55,1970,3402125,0,0
PER-2381,Joseph R. Nolan Jr.,"President, CEO & Chairman",,executive,ES,61,1964,3879293,0,0
PER-2382,Joseph R. Saab,"Senior VP, General Counsel & Corporate Secretary",,executive,IP,56,1969,703312,0,0
PER-2383,Joseph Stephen Kurpis,Principal Accounting Officer & Controller,,executive,WTW,65,1960,,0,0
PER-2384,Joseph T. Liotine,Executive VP & President of Electrical Distribution System,,executive,APTV,52,1973,2878478,0,0
PER-2385,Joseph W. Chiappetta,Senior VP of Business Solutions & Chief Technology Officer,,executive,SPG,<NA>,<NA>,<NA>,0,0
PER-2386,Joseph W. LaPlume J.D.,Corporate Executive Vice President of Corporate Development & Strategy,,executive,CRL,51,1974,806426,0,33024
PER-2387,Joseph W. Vaughn,Senior VP of Engineering & Operations Support,,executive,PKG,62,1963,,0,0
PER-2388,Josh  Beal,Director of Investor Relations,,executive,DE,<NA>,<NA>,<NA>,0,0
PER-2389,Josh  Earnest,Executive VP of Communications & Advertising,,executive,UAL,,,,0,0
PER-2390,Josh  Jones,Chief Marketing Officer,,executive,CZR,40,1985,,0,0
PER-2391,Josh D. Paul,Senior VP & Chief Accounting Officer,,executive,PANW,49,1976,,0,0
PER-2392,Joshua  Nelson,Head of Global Equity,,executive,TROW,48,1977,5038779,0,60395
PER-2393,Joshua A. Gampp,Senior VP & CTO,,executive,UDR,48,1977,,0,0
PER-2394,Joshua A. Jepsen,Senior VP & CFO,,executive,DE,46,1979,2729580,0,422875
PER-2395,Joshua Charles Pokrzywinski,Vice President of Investor Relations,,executive,ALLE,,,,0,0
PER-2396,Joshua H. Maxfield,"VP, General Counsel & Secretary",,executive,GRMN,52,1973,,0,0
PER-2397,Joshua Ian Weinstein,CEO & Director,,executive,CCL,51,1974,14790786,0,0
PER-2398,Joshua J. Viets,Executive VP & COO,,executive,EXE,47,1978,1518560,0,0
PER-2399,Joshua J. Whipple,Senior EVP & CFO,,executive,GPN,51,1974,1698945,0,0
PER-2400,Joshua L. Lebar,"Senior VP, General Counsel & Secretary",,executive,CPT,,,,0,0
PER-2401,Joshua M. Isner,President,,executive,AXON,39,1986,1212738,0,0
PER-2402,Joshua M. Koenig,"Executive Vice President, Chief Administrative Officer & General Counsel",,executive,SBAC,45,1980,1019992,0,324947
PER-2403,Joshua T. Fieweger,Senior VP & Chief Accounting Officer,,executive,WELL,44,1981,,0,0
PER-2404,Juan  Guerra,EVP & President of International Business Group,,executive,COR,,,,0,0
PER-2405,Juan  Pelaez,Vice President of Investor Relations,,executive,LIN,,,,0,0
PER-2406,Juan Ignacio Rubiolo,"EVP, President of Energy Infrastructure & Leader of International Markets",,executive,AES,48,1977,1940254,0,0
PER-2407,Juan Luis Ortega Guarderas,Executive VP of Chubb Group & President of North America Insurance,,executive,CB,50,1975,3374858,620616,6021763
PER-2408,Juan M. de Bedout,Chief Technology Officer,,executive,RTX,,,,0,0
PER-2409,Juan Ricardo Luciano,"Chairman, CEO & President",,executive,ADM,64,1961,3831963,4556031,10076257
PER-2410,Judd  O'Connor,Executive Vice President of Seed Business Unit,,executive,CTVA,54,1971,,0,0
PER-2411,Jude A. Schramm,Executive VP & Chief Information Officer,,executive,FITB,52,1973,1201514,0,195018
PER-2412,Judge Terence Lane Wilson J.D.,Senior VP & General Counsel,,executive,WMB,58,1967,1318485,0,0
PER-2413,Judith  Lagano,Senior Vice President of Asset Management,,executive,NRG,58,1967,,0,0
PER-2414,Judith F. Marks,"Chair, President & CEO",,executive,OTIS,61,1964,4308110,0,15355670
PER-2415,Judson B. Althoff,Executive VP & CEO of Commercial Business,,executive,MSFT,52,1973,4490115,0,0
PER-2416,Julia  Austin,Director of Sales & Marketing,,executive,HLT,,,,0,0
PER-2417,Julia A.  Wang,CFO & Executive VP,,executive,LH,53,1972,669361,0,0
PER-2418,Julia A. Houston,Executive VP & Chief Legal Officer,,executive,EFX,54,1971,,0,0
PER-2419,Julia K. Madsen,Senior VP & GM of Life Sciences,,executive,STE,60,1965,,0,0
PER-2420,Julia Rendon Reinhart,Senior VP & Chief Human Resources Officer,,executive,VLO,,,,0,0
PER-2421,Julian  Delany,Executive VP & Chief Technology Officer,,executive,NWS;NWSA,53,1972,,0,0
PER-2422,Julian  Plumstead,"Senior Vice President of M&A and Business Development - Europe, Africa and Latin America",,executive,AMT,<NA>,<NA>,<NA>,0,0
PER-2423,Julie  Chariell,Senior Vice President of Investor Relations,,executive,FI,,,,0,0
PER-2424,Julie  Frearson Ph.D.,Corporate Senior VP & Chief Scientific Officer,,executive,CRL,,,,0,0
PER-2425,Julie  Godon,Senior VP & Global Marketing Officer,,executive,IDXX,,,,0,0
PER-2426,Julie  Goon,Senior Vice President of Public Affairs,,executive,ELV,,,,0,0
PER-2427,Julie  Keel,Vice President of Marketing,,executive,CPT,,,,0,0
PER-2428,Julie  Sheffet,Chief Human Resources Officer,,executive,MKTX,,,,0,0
PER-2429,Julie  Stewart,Vice President of Investor Relations & Corporate Development,,executive,DAL,,,,0,0
PER-2430,Julie  Winter,Vice President of Investor Relations & Corporate Communications,,executive,STE,,,,0,0
PER-2431,Julie A. Fuller,"Executive VP, Chief Human Resources Officer & Global Operations",,executive,ZTS,53,1972,,0,0
PER-2432,Julie A. Loeger,Senior VP & Chief Growth Officer,,executive,EBAY,61,1964,1474738,0,733543
PER-2433,Julie A. McAlindon,Senior VP of Regions & Chief Supply Chain Officer,,executive,EMN,57,1968,,0,0
PER-2434,Julie Ann Coletti J.D.,Executive VP and Chief Legal & Regulatory Officer,,executive,ALGN,57,1968,1050194,0,0
PER-2435,Julie B. Rottenberg J.D.,General Counsel,,executive,V,57,1968,,0,0
PER-2436,Julie C. Knecht,VP & Chief Accounting Officer,,executive,TXN,52,1973,,0,0
PER-2437,Julie G. Duffy,Executive VP & Chief Human Resources Officer,,executive,TXT,59,1966,1165304,608187,2322527
PER-2438,Julie Jarecke Gebauer,"President of Health, Wealth & Career",,executive,WTW,64,1961,1777565,0,0
PER-2439,Julie L. Turpin,Executive VP & Chief People Officer,,executive,BRO,54,1971,,0,0
PER-2440,Julie M. Heuer Brandt,VP and President of Global Commercial & Field Operations,,executive,JCI,49,1976,1356082,0,0
PER-2441,Julie M. Jacobs,Chief Legal Officer & General Counsel,,executive,HPQ,58,1967,3298996,0,0
PER-2442,Julie M. Winkler,Senior MD & Chief Commercial Officer,,executive,CME,50,1975,1617400,0,0
PER-2443,Julie Marie Pelkowski CPA,Executive VP & CFO,,executive,ERIE,55,1970,962101,0,0
PER-2444,Julie Mireille Cameron-Doe,Chief Financial Officer,,executive,WYNN,54,1971,1992186,296300,0
PER-2445,Julie P. Aslaksen J.D.,"Executive VP, General Counsel & Secretary",,executive,HST,50,1975,1639864,0,0
PER-2446,Julie S. Shaeff CPA,Senior VP & Chief Accounting Officer,,executive,FIX,59,1966,996681,0,0
PER-2447,Julie Scheck Freigang,VP & Chief Information Officer,,executive,CF,57,1968,,0,0
PER-2448,Julie T. Spellman Sweet J.D.,CEO & Chairman,,executive,ACN,58,1967,6765671,0,0
PER-2449,Juliette Williams Pryor J.D.,"Executive VP, Chief Legal Officer & Corporate Secretary",,executive,LOW,60,1965,4257676,0,0
PER-2450,Julio  Garros,Chief Operating Officer,,executive,BG,49,1976,2577330,45326,389450
PER-2451,June C. Lemerand,VP & Chief Information Officer,,executive,SNA,62,1963,,0,0
PER-2452,Justin  Acquaro,Chief Information Officer,,executive,CRWD,,,,0,0
PER-2453,Justin  Dustzadeh,Chief Technology Officer,,executive,EQIX,,,,0,0
PER-2454,Justin  Higgs,Vice President of Corporate Communications,,executive,EA,<NA>,<NA>,<NA>,0,0
PER-2455,Justin  Leong,Chief Product Officer,,executive,RMD,48,1977,1311404,0,222176
PER-2456,Justin  Meng,Senior VP & Head of Investor Relations,,executive,PLD,,,,0,0
PER-2457,Justin  Picicci,Chief Financial Officer,,executive,RL,46,1979,2081152,0,0
PER-2458,Justin  Tomljanovic,Vice President of Corporate Development,,executive,XEL,,,,0,0
PER-2459,Justin  Whitmore,President of KDP Energy,,executive,KDP,42,1983,1027967,0,0
PER-2460,Justin Allen Furby,Vice President of Investor Relations,,executive,WDAY,,,,0,0
PER-2461,Justin Christopher Bird,Executive VP & CEO of Sempra Infrastructure,,executive,SRE,54,1971,2054565,0,0
PER-2462,Justin L. Jude,"President, CEO & Director",,executive,LKQ,50,1975,1351111,0,0
PER-2463,Justin T. Binns,President of Global Architectural,,executive,SHW,49,1976,1489918,414723,10934308
PER-2464,Jyoti  Chopra,"Senior VP and Chief People, Inclusion & Sustainability Officer",,executive,MGM,61,1964,,0,0
PER-2465,Jyoti K. Mehra,Executive Vice President of Human Resources,,executive,GILD,49,1976,,0,0
PER-2466,K. Jon Taylor,Senior VP & CFO,,executive,FE,51,1974,995983,0,0
PER-2467,K. Rex Query,Executive Vice President of Strategy,,executive,NUE,59,1966,3006651,0,46202
PER-2468,Kaitlin Burek Haggerty,Chief Human Resources Officer,,executive,COF,41,1984,,0,0
PER-2469,Kaitlyn  Henrich,"Senior Vice President of Corporate Affairs, Corporate Communications & Social Impact",,executive,LYV,34,1991,,0,0
PER-2470,Kamal  Bhatia,President & CEO of Principal Asset Management,,executive,PFG,53,1972,2738220,232228,0
PER-2471,Kamran  Ziaee,SVP & Chief Information Officer,,executive,ED,59,1966,,0,0
PER-2472,Kanishka  Satar,Senior Vice President Global of Sales & Marketing,,executive,EXPD,,,,0,0
PER-2473,Kara  Jordan,Chief Human Resources Officer,,executive,GEN,,,,0,0
PER-2474,Kara Gostenhofer Ryan,"VP, Chief Accounting Officer & Controller",,executive,EIX,41,1984,,0,0
PER-2475,Kara Lee Raiguel,CEO & President of General Re Unit,,executive,BRK.B,,,,0,0
PER-2476,Karen  Cleeve,Vice President of Corporate Communications,,executive,PEG,,,,0,0
PER-2477,Karen  Kissam,Senior Vice President - H&B Local Practice Leader,,executive,AON,,,,0,0
PER-2478,Karen  Mattimore,Senior VP & Chief Human Resources Officer,,executive,HON,58,1967,,0,0
PER-2479,Karen  Nelson,Chief Compliance Officer,,executive,AIG,,,,0,0
PER-2480,Karen  Rohrkemper,Senior Vice President of Implementation & Operations,,executive,CCI,,,,0,0
PER-2481,Karen  Sagot,Vice President of Investor Relations,,executive,FE,,,,0,0
PER-2482,Karen A. Horvath,Vice President of Investor Relations,,executive,WRB,,,,0,0
PER-2483,Karen A. Swager,Executive Vice President of Operations,,executive,MOS,53,1972,1119108,0,0
PER-2484,Karen Barone Bailo,President of Commercial Lines,,executive,PGR,57,1968,2061116,0,0
PER-2485,Karen Dougherty Buchholz,Executive Vice President of Administration,,executive,CMCSA,57,1968,,0,0
PER-2486,Karen E. Nelson Ph.D.,Chief Scientific Officer,,executive,TMO,,,,0,0
PER-2487,Karen L. Burton,"Senior VP, CFO & Chief Accounting Officer",,executive,STE,57,1968,,0,0
PER-2488,Karen L. Parkhill,Chief Financial Officer,,executive,HPQ,60,1965,1247160,0,0
PER-2489,Karen L. Sedgwick,Executive VP & CFO,,executive,SRE,58,1967,1519931,0,0
PER-2490,Karen S. Carter,Chief Operating Officer,,executive,DOW,54,1971,1594879,0,94607
PER-2491,Karen Wilson Thissen J.D.,General Counsel & Corporate Secretary,,executive,GIS,58,1967,1243601,0,0
PER-2492,Kari Knight Stevens,Executive VP & Chief Human Resources Officer,,executive,CI,<NA>,<NA>,<NA>,0,0
PER-2493,Karilee A. Durham,Senior Vice President of Human Resources,,executive,SWKS,57,1968,1125868,0,0
PER-2494,Karin  Griggel,Chief Compliance Officer,,executive,LIN,<NA>,<NA>,<NA>,0,0
PER-2495,Karin  Shanahan,"Executive VP, Chief Supply Chain & Operations Officer",,executive,BMY,59,1966,2420673,0,0
PER-2496,Karl  Buscher,President of Pump Solutions Group,,executive,DOV,,,,0,0
PER-2497,Karl  Schmitt,Senior Vice President of Marketing,,executive,SHW,<NA>,<NA>,<NA>,0,0
PER-2498,Karl  Slatoff,President,,executive,TTWO,55,1970,1,0,0
PER-2499,Karl Henrik Bergstrom,"Senior Vice President of Architectural Coatings, Latin America, EMEA & Asia Pacific",,executive,PPG,53,1972,1121349,0,103068
PER-2500,Karl J. Jorgenrud,President of Global Industrial,,executive,SHW,47,1978,1740825,0,5378226
PER-2501,Karl W. Studer,President of Electric Power,,executive,PWR,43,1982,1686831,0,0
PER-2502,Karthik  Kuppusamy Ph.D.,Senior Vice President of Clinical Solutions,,executive,DGX,55,1970,962292,0,632277
PER-2503,Kartik  Ramachandran,Senior VP & Head of Investor Relations,,executive,AXP,,,,0,0
PER-2504,Kate  Dobbs,Chief Communications & Corporate Marketing Officer,,executive,SOLV,,,,0,0
PER-2505,Kate  Hogan,Chief Operating Officer,,executive,ACN,49,1976,,0,0
PER-2506,Kate  Jorens,"SVP, Treasurer & Head of Investor Relations",,executive,HIG,,,,0,0
PER-2507,Kate  Pearlman,"Vice President, Investor Relations & Treasurer",,executive,LOW,,,,0,0
PER-2508,Kate  Prouty,Senior VP & Chief Information Officer,,executive,AKAM,,,,0,0
PER-2509,Kate  Sturgess,"Senior VP, Controller & Chief Accounting Officer",,executive,AEP,40,1985,,0,0
PER-2510,Kate  Walker,Chief Marketing and Communications Officer,,executive,EFX,,,,0,0
PER-2511,Katharine  Kane,"Senior VP, General Counsel, Legal, Chief Compliance Officer & Secretary",,executive,TXN,40,1985,,0,0
PER-2512,Katherine  Neebe,SVP & Chief Communications Officer,,executive,DUK,,,,0,0
PER-2513,Katherine A. Maher,Corporate VP & Chief Accounting Officer,,executive,MSI,42,1983,,0,0
PER-2514,Katherine Anne Lane,"Senior VP, General Counsel & Corporate Secretary",,executive,HUBB,47,1978,1113053,758920,8056936
PER-2515,Katherine E. Trumbull,Executive VP & Chief Marketing Officer,,executive,DPZ,43,1982,,0,0
PER-2516,Katherine Elizabeth Sanderson,Chief Human Resources Officer & Executive VP Coworker Success,,executive,CDW,,,1179295,0,0
PER-2517,Katherine H. Larson,Chief Accounting Officer,,executive,RJF,44,1981,,0,0
PER-2518,Katherine Hargrove Ramundo J.D.,"Executive VP, Chief Legal Officer, Chief Compliance Officer & Secretary",,executive,APTV,57,1968,1628750,0,0
PER-2519,Katherine J. Brennan,Senior VP & General Counsel,,executive,MMC,46,1979,,0,0
PER-2520,Katherine L. Adams,"Senior VP, General Counsel & Secretary",,executive,AAPL,61,1964,5022482,0,0
PER-2521,Katherine M. Losness-Larson,Senior Vice President of Human Resources,,executive,HRL,60,1965,,0,0
PER-2522,Katherine M. Stepp,Executive VP & CTO,,executive,FDS,40,1985,1239384,300369,317856
PER-2523,Kathi  Moore,Senior Vice President of Human Resources,,executive,MSI,52,1973,,0,0
PER-2524,Kathleen  Carbone,VP & Chief Accounting Officer,,executive,AIG,53,1972,,0,0
PER-2525,Kathleen A. Reardon,Executive VP & Chief People Officer,,executive,DG,53,1972,,0,0
PER-2526,Kathleen Alyce Waters,Chief Legal & Public Affairs Officer,,executive,DVA,57,1968,2019649,5378118,0
PER-2527,Kathleen B. Kay,Executive VP & Chief Information Officer,,executive,PFG,62,1963,,0,0
PER-2528,Kathleen E. Pitre,Senior VP and President of North & Central America,,executive,BALL,48,1977,,0,0
PER-2529,Kathleen Kelly Oberg,CFO & Executive VP of Development,,executive,MAR,64,1961,2536267,14544781,0
PER-2530,Kathleen L. Barron,Executive VP & Senior Advisor to the CEO,,executive,CEG,53,1972,1897318,0,0
PER-2531,Kathleen Lynne Quirk,"CEO, President & Director",,executive,FCX,61,1964,3570282,2032800,19756624
PER-2532,Kathleen M. Gutmann,"Executive VP and President of International, Healthcare & Supply Chain Solutions",,executive,UPS,56,1969,1930472,0,584868
PER-2533,Kathleen M. Keene,Senior VP & Chief Human Resources Officer,,executive,IR,50,1975,781666,296411,0
PER-2534,Kathleen M. Scarlett,"Senior EVP, Chief Human Resources & Corporate Affairs Officer",,executive,BBY,61,1964,2213533,1536677,1477110
PER-2535,Kathlyn Card Beckles,Executive VP & Chief Legal Officer,,executive,VRSK,50,1975,1080027,0,418537
PER-2536,Kathrine  Lorenz,Senior VP & Chief Legal Officer of DTE Energy,,executive,DTE,,,,0,0
PER-2537,Kathryn  McKie,VP of Investor Relations & Corporate Analysis,,executive,REG,,,,0,0
PER-2538,Kathryn A. Mikells,Senior VP & CFO,,executive,XOM,59,1966,4241577,0,0
PER-2539,Kathryn H. Ruemmler,"Chief Legal Officer, Secretary & General Counsel",,executive,GS,53,1972,9329689,0,0
PER-2540,Kathryn Harmon Miller,Senior Vice President & Director of Investor Relations,,executive,SYF,,,,0,0
PER-2541,Kathryn J. McLay,"Executive VP, President & CEO of Walmart International",,executive,WMT,50,1975,4095229,0,0
PER-2542,Kathryn Wright Kyle,"Executive VP, Chief Legal Officer and Corporate Secretary",,executive,LH,54,1971,,0,0
PER-2543,Kathy  DePadua,Senior VP and Chief Quality & Regulatory Officer,,executive,WST,,,,0,0
PER-2544,Kathy J. Warden,"Chair, CEO & President",,executive,NOC,53,1972,7992697,0,0
PER-2545,Katia  Gonzalez,Manager of Investor Relations,,executive,ICE,,,,0,0
PER-2546,Katie  Colacarro,Vice President of Corporate Development,,executive,NDSN,<NA>,<NA>,<NA>,0,0
PER-2547,Katie  Ioanilli,Chief Global Impact & Communications Officer,,executive,RL,,,,0,0
PER-2548,Katie  Keenan,Senior VP of Commercial Transactions and Assistant General Counsel,,executive,TPL,,,,0,0
PER-2549,Katie  McDonald,Vice President of Public Affairs,,executive,EVRG,,,,0,0
PER-2550,Katie Carano Miller,Senior Vice President of Communications & Government Relations,,executive,CZR,,,,0,0
PER-2551,Katie Nicole Casso,"Senior Vice President of Finance, Corporate Controller and Chief Accounting Officer",,executive,CNC,43,1982,,0,0
PER-2552,Katrina M. Evans,Chief of Staff & Director of Corporate Center,,executive,KEY,60,1965,,0,0
PER-2553,Katrina R. Redmond,Executive VP & Chief Information Officer,,executive,ETN,,,,0,0
PER-2554,Katsufumi  Nakamura,Senior VP & Chief Customer Officer,,executive,ADI,58,1967,1885368,390681,292436
PER-2555,Kausik  Rajgopal,"Executive Vice President of Strategy, Corporate Development & Partnerships",,executive,PYPL,51,1974,,0,0
PER-2556,Kecia L. Steelman,"President, CEO & Director",,executive,ULTA,54,1971,2050211,3348200,0
PER-2557,Keeley  Wettan,Executive VP and General Counsel of Legal & Compliance,,executive,GILD,,,,0,0
PER-2558,Keeley A. Aleman J.D.,"Senior VP, General Counsel & Corporate Secretary",,executive,WAT,48,1977,897333,0,2556758
PER-2559,Keith  Buettner,Vice President of Investor Relation,,executive,XYL,<NA>,<NA>,<NA>,0,0
PER-2560,Keith  Sarbaugh,Executive VP & Chief Digital and Technology Officer,,executive,ZTS,46,1979,,0,0
PER-2561,Keith  Wilson M.D.,Chief Medical Officer,,executive,MOH,,,,0,0
PER-2562,Keith  Yandell,Chief Business Officer,,executive,DASH,46,1979,383579,0,0
PER-2563,Keith D. Ferrara,Vice President of Sales & Marketing,,executive,PKG,<NA>,<NA>,<NA>,0,0
PER-2564,Keith D. Taylor,Chief Financial Officer,,executive,EQIX,63,1962,715057,0,0
PER-2565,Keith F. Stephens,Senior VP & Chief Communications Officer,,executive,CNP,,,,0,0
PER-2566,Keith Francis Walsh,Executive VP & CFO,,executive,AIG,50,1975,3519165,0,0
PER-2567,Keith G. Dailey,"Group VP of Corporate Affairs, Chief Communications Officer & Chief Sustainability Officer",,executive,KR,44,1981,,0,0
PER-2568,Keith P. Trasko,Senior Vice President of Exploration & Production,,executive,EOG,,,,0,0
PER-2569,Keith Roland Meier,Executive VP & CFO,,executive,AIZ,55,1970,2205425,0,0
PER-2570,Keith Warner Demmings,"President, CEO & Director",,executive,AIZ,52,1973,5143002,0,0
PER-2571,Keivan  Keshvari,Senior Vice President of Global Operations & Quality,,executive,AMD,,,,0,0
PER-2572,Kelcey E. Hoyt,Senior VP of FP&A and Sustainability & Chief Accounting Officer,,executive,LIN,55,1970,,0,0
PER-2573,Kellie  Sears,Chief Human Resources Officer,,executive,BG,55,1970,,0,0
PER-2574,Kelly  Mahoney,Chief Marketing Officer,,executive,ULTA,,,,0,0
PER-2575,Kelly  Waldher,Chief Marketing Officer,,executive,PANW,,,,0,0
PER-2576,Kelly Brunetti Rose J.D.,"Senior VP of Legal, General Counsel & Corporate Secretary",,executive,COP,58,1967,2240042,0,0
PER-2577,Kelly E. Garcia,Executive VP and Chief Technology & Data Officer,,executive,DPZ,49,1976,1175182,889812,3073243
PER-2578,Kelly K. Blacker,President of Global Geographies,,executive,EXPD,52,1973,2318023,0,0
PER-2579,Kelly L. Palumbo,"Senior VP, Controller & Chief Accounting Officer",,executive,CPB,,,,0,0
PER-2580,Kelly Mahon Tullier J.D.,"Vice Chair, Chief People & Corporate Affairs Officer and Corporate Secretary",,executive,V,59,1966,3162473,4472868,35300776
PER-2581,Kellye L. Walker J.D.,"Senior VP, Chief Legal Officer and Global Law Services & Regulatory Affairs",,executive,DE,58,1967,,0,0
PER-2582,Kellyn Smith Kenny M.B.A.,Chief Marketing & Growth Officer,,executive,T,47,1978,,0,0
PER-2583,Kelsey  Mueller,Vice President of Investor Relations,,executive,O,,,,0,0
PER-2584,Kelvin O. Moses,Chief Financial Officer,,executive,DOC,,,,0,0
PER-2585,Ken  Bond,Senior Vice President of Investor Relations,,executive,ORCL,,,,0,0
PER-2586,Ken  Bowles,"Executive VP, Group CFO & Executive Director",,executive,SW,54,1971,2377780,0,0
PER-2587,Ken  Caruana,"Executive VP of Strategy, Marketing & Human Resources",,executive,ROST,,,,0,0
PER-2588,Ken  Hastings,Senior Director of Investor Relations,,executive,PCAR,,,,0,0
PER-2589,Ken  Jew,"Group Senior VP, General Counsel & Corporate Secretary",,executive,ROST,,,,0,0
PER-2590,Ken  Muench,Chief Marketing Officer,,executive,YUM,,,,0,0
PER-2591,Ken  Xie,"Co-Founder, Chairman & CEO",,executive,FTNT,62,1963,1203493,72763760,153199264
PER-2592,Kendall  Kowalski,Executive VP & Chief Information Officer,,executive,HBAN,56,1969,,0,0
PER-2593,Kenneth  Canestrari,Senior EVP & Group President,,executive,TJX,63,1962,3583423,0,0
PER-2594,Kenneth  Cheung,Chief Accounting Officer,,executive,SMCI,,,,0,0
PER-2595,Kenneth  Dillon,Senior VP and President of International Oil & Gas Operations,,executive,OXY,65,1960,2209237,0,3809252
PER-2596,Kenneth  Duda Ph.D.,"Co-Founder, President, CTO & Director",,executive,ANET,53,1972,814780,70255696,100554000
PER-2597,Kenneth  Fisher,VP & CTO,,executive,KIM,,,,0,0
PER-2598,Kenneth B. Crews,Advisor,,executive,NOC,,,2599496,0,0
PER-2599,Kenneth B. Mettel,Senior Vice President of Performance Analytics,,executive,URI,,,,0,0
PER-2600,Kenneth E. Coleman,Senior VP & Chief Information Officer,,executive,CNP,,,,0,0
PER-2601,Kenneth E. Jaycox Jr.,Senior VP of Commercial & Customer Satisfaction,,executive,AZO,57,1968,984859,0,1326275
PER-2602,Kenneth E. Kohler,Senior VP & GM of AST,,executive,STE,62,1963,,0,0
PER-2603,Kenneth E. Morris,"Senior Vice President of Product Programs, Product Safety & Motorsports",,executive,GM,,,,0,0
PER-2604,Kenneth F. Best,Chief Accounting Officer,,executive,FI,53,1971,,0,0
PER-2605,Kenneth G. Cole J.D.,"VP, General Counsel & Secretary",,executive,MAS,59,1966,1083680,1726215,4520971
PER-2606,Kenneth G. St. Romain,Senior Vice President,,executive,POOL,62,1963,962207,0,0
PER-2607,Kenneth I. Siegel,Senior Vice President,,executive,L,68,1957,5649000,0,0
PER-2608,Kenneth L. Bedingfield,"Senior VP, CFO & President Missile Solutions",,executive,LHX,52,1973,2230969,0,0
PER-2609,Kenneth Q. Volk Jr.,Co-Founder,,executive,PSA,53,1972,<NA>,0,0
PER-2610,Kenneth S. Parks,Chief Financial Officer,,executive,GEV,62,1963,2191941,0,0
PER-2611,Kenneth T. Escoe,Executive Vice President of Specialty Products,,executive,ITW,49,1976,1751957,0,1513989
PER-2612,Kenneth William Hill C.F.A.,"Senior VP, Treasurer and Head of Investor Relations & Business Intelligence",,executive,CBOE,,,,0,0
PER-2613,Kenny  Bement,Chief Accounting Officer,,executive,TRMB,,,,0,0
PER-2614,Kenny G. Rocker,Executive Vice President of Marketing & Sales,,executive,UNP,53,1972,1794533,0,1874256
PER-2615,Kenny K. Cheung,CFO & Executive VP,,executive,SYY,43,1982,1595175,0,51967
PER-2616,Kent A. Pflederer,Executive VP & CFO,,executive,PKG,54,1971,1164694,0,0
PER-2617,Kent C. Scott,Senior VP & Chief Nuclear Officer of Ameren Missouri Callaway Energy Center,,executive,AEE,,,,0,0
PER-2618,Kenya  Blake,MD & GM of Horizon Innovations,,executive,MO,,,,0,0
PER-2619,Kerby S. Ham,Treasurer,,executive,BRK.B,,,,0,0
PER-2620,Keriann  Cherofsky,"Senior VP, Corporate Controller & Chief Accounting Officer",,executive,IQV,40,1985,,0,0
PER-2621,Kerri  Joseph,Senior VP of Investor Relations & Treasurer,,executive,IQV,<NA>,<NA>,<NA>,0,0
PER-2622,Kerry J. McLean J.D.,"Executive VP, General Counsel & Corporate Secretary",,executive,INTU,61,1964,,0,0
PER-2623,Kerry S. Acocella J.D.,General Counsel & Secretary,,executive,DDOG,44,1981,,0,0
PER-2624,Kevan  Parekh,Senior VP & CFO,,executive,AAPL,53,1972,4034174,0,0
PER-2625,Kevin  Creighton,EVP of Corporate Finance & Investor Relations,,executive,PSKY,<NA>,<NA>,<NA>,0,0
PER-2626,Kevin  Deveau,VP & GM of US and Canada Sales,,executive,FICO,,,,0,0
PER-2627,Kevin  Doyle,President of U.S. Sales & Distributor Operations,,executive,TAP,,,,0,0
PER-2628,Kevin  Gokey,Executive VP & Chief Information Officer,,executive,CHD,,,,0,0
PER-2629,Kevin  Kawasaki,Head of Business Development,,executive,PLTR,<NA>,<NA>,<NA>,0,0
PER-2630,Kevin  McHenry,Executive Vice President,,executive,TDG,<NA>,<NA>,<NA>,0,0
PER-2631,Kevin  Moran,Vice President & Head of Investor Relations,,executive,BAX,,,,0,0
PER-2632,Kevin  Prusso,President and GM of Test & Measurement Instrumentation,,executive,TDY,61,1964,,0,0
PER-2633,Kevin  Walker,Vice President of Investor Relations,,executive,DG,,,,0,0
PER-2634,Kevin A. Lobo,Chairman & CEO,,executive,SYK,60,1965,5275782,43295364,191882304
PER-2635,Kevin Alan Henry,Executive VP & Chief People Officer,,executive,PHM,57,1968,1351012,0,0
PER-2636,Kevin C. Coleman CPA,VP of Investor Relations & Treasurer,,executive,AME,,,,0,0
PER-2637,Kevin D. Baney,President,,executive,PCAR,54,1971,1165603,1038548,1466516
PER-2638,Kevin D. Braun,"Senior Vice President, Operations",,executive,PPG,56,1969,,0,0
PER-2639,Kevin D. Howard,"Executive VP, Chief Accounting Officer & Controller",,executive,CHTR,55,1970,1043631,0,2852292
PER-2640,Kevin E. Lord,Executive VP & Chief Human Resources Officer,,executive,FOX;FOXA,62,1963,,0,0
PER-2641,Kevin G. Corliss,VP of Global Employee Relations & Chief Compliance Officer,,executive,GLW,<NA>,<NA>,<NA>,0,0
PER-2642,Kevin H. Rhodes J.D.,"Executive VP, Chief Legal Affairs Officer & Secretary",,executive,MMM,62,1963,1777666,0,0
PER-2643,Kevin J. Jacobs,Executive VP & Chief Financial Officer,,executive,HLT,53,1972,2255000,0,12931200
PER-2644,Kevin J. Kim,Vice President of Investor Relations,,executive,SYY,,,,0,0
PER-2645,Kevin J. Mitchell,Executive VP & CFO,,executive,PSX,59,1966,2575644,1929411,6840442
PER-2646,Kevin J. Smith,Chief Marketing Officer,,executive,ROL,,,,0,0
