symbol,name,title,age,born,pay,exercised,unexercised
KVUE,Ms. Meredith  Stevens,Chief Operations Officer,62,1963,1829114,0,18636
KVUE,Ms. Sofya  Tsinis,Head of Investor Relations,<NA>,<NA>,<NA>,0,0
L,Chris  Nugent,VP of Investor Relations & Corporate Development,<NA>,<NA>,<NA>,0,0
L,Mr. Alexander H. Tisch,"President & CEO of Loews Hotels, Co and Director & VP",47,1978,<NA>,0,0
L,Mr. Benjamin J. Tisch,"CEO, President & Director",41,1984,<NA>,0,0
L,Mr. David Eugene Czerniecki C.F.A.,Senior VP & Chief Investment Officer,60,1965,<NA>,0,0
L,Mr. Ira  Altman,Vice President of Human Resources,<NA>,<NA>,<NA>,0,0
L,Mr. Kenneth I. Siegel,Senior Vice President,68,1957,5649000,0,0
L,Mr. Marc A. Alpert J.D.,"Senior VP, General Counsel & Corporate Secretary",62,1963,<NA>,0,0
L,Mr. Mark S. Schwartz,"VP, Chief Accounting Officer & Treasurer",<NA>,<NA>,<NA>,0,0
L,Mr. Peter W. Keegan,Senior Advisor to the President,80,1945,2717813,0,0
L,Ms. Jane J. Wang,Senior VP & CFO,43,1982,3097365,0,0
LDOS,"Dr. Donald  Kosiak Jr., F.A.C.E.P., M.B.A., M.D.",Chief Medical Officer,<NA>,<NA>,<NA>,0,0
LDOS,Mr. Daniel A. Atkinson IV,"SVP, Chief Accounting Officer & Corporate Controller",46,1979,<NA>,0,0
LDOS,Mr. M. Stuart Davis,Senior Vice President of Investor Relations,66,1959,<NA>,0,0
LDOS,Mr. Raymond L. Veldman J.D.,Senior VP & Deputy General Counsel,<NA>,<NA>,<NA>,0,0
LDOS,Mr. Rick  Reynolds,Senior Vice President of Business Development - Defense Solutions Group,<NA>,<NA>,<NA>,0,0
LDOS,Mr. Roy E. Stevens,President of Homeland Sector,55,1970,1327616,171123,699947
LDOS,Mr. Theodore  Tanner Jr.,Chief Technology Officer,60,1965,<NA>,0,0
LDOS,Mr. Thomas J. Downey,"Executive VP, Chief Communications & Marketing Officer",61,1964,<NA>,0,0
LDOS,Ms. Elizabeth A. M. Porter,President of Health & Services Sector,53,1972,1876386,224348,1706659
LDOS,Ms. Kimberly S. Rupert,Senior VP & Chief Risk Officer,<NA>,<NA>,<NA>,0,0
LEN,Anthony  Mignone,President of New Jersey & New York Markets,<NA>,<NA>,<NA>,0,0
LEN,Mr. Brad  Reisinger,Regional President,<NA>,<NA>,<NA>,0,0
LEN,Mr. Chris  Cassidy,Regional President,<NA>,<NA>,<NA>,0,0
LEN,Mr. David M. Collins,VP & Controller,55,1970,1293117,0,0
LEN,Mr. Drew  Holler,Chief HR Officer,<NA>,<NA>,<NA>,0,0
LEN,Mr. Greg  McGuff,Regional President of Homebuilding & Land,<NA>,<NA>,<NA>,0,0
LEN,Mr. Scott S. Johnson,Regional President,<NA>,<NA>,<NA>,0,0
LEN,Mr. Stuart A. Miller,Executive Chairman & CEO,67,1958,2847109,0,0
LEN,Ms. Diane J. Bessette,CFO & VP,64,1961,3788866,0,0
LEN,Tench  Tilghman,President of Pennsylvania & Delaware Markets,<NA>,<NA>,<NA>,0,0
LH,Christin  O'Donnell,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
LH,"Dr. Brian J. Caveney J.D., M.D., M.P.H.","EVP, President of Early Development Research Laboratories and Chief Medical & Scientific Officer",51,1974,1290969,0,1278638
LH,Mr. Adam H. Schechter,"President, CEO & Chairman",60,1965,4149118,0,10465292
LH,"Mr. Akinbolade  Oyegunwa M.B.A., Ph.D.",Executive VP and Chief Information & Technology Officer,42,1983,<NA>,0,0
LH,Mr. Mark S. Schroeder,"Executive VP, President of Diagnostics Laboratories & COO",64,1961,1455940,214782,1282874
LH,Mr. Peter J. Wilkinson,Senior VP & Chief Accounting Officer,54,1971,<NA>,0,0
LH,Ms. Amy B. Summy,"EVP, Chief Marketing Officer & Consumer Business Lead",59,1966,<NA>,0,0
LH,Ms. Anita Z. Graham,Executive VP & Chief Human Resources Officer,54,1971,1576023,0,21765
LH,Ms. Julia A.  Wang,CFO & Executive VP,53,1972,669361,0,0
LH,Ms. Kathryn Wright Kyle,"Executive VP, Chief Legal Officer and Corporate Secretary",54,1971,<NA>,0,0
LHX,John P. Cantillon,VP & Principal Accounting Officer,57,1968,<NA>,0,0
LHX,Mr. Christopher E. Kubasik CPA,Chairman & CEO,64,1961,7009932,18131388,17550250
LHX,Mr. Daniel  Gittsovich,Vice President of Investor Relations & Corporate Development,<NA>,<NA>,<NA>,0,0
LHX,Mr. David W. Zack,Vice President of Operations & Program Excellence,<NA>,<NA>,<NA>,0,0
LHX,Mr. Jonathan P. Rambeau,President of Communications & Spectrum Dominance,52,1973,1867180,0,0
LHX,Mr. Kenneth L. Bedingfield,"Senior VP, CFO & President Missile Solutions",52,1973,2230969,0,0
LHX,Mr. Samir B. Mehta,President of Space & Mission Systems,52,1973,1827317,0,0
LHX,Mr. Terry L. Feiser,Vice President of Internal Audit & Compliance,69,1956,<NA>,0,0
LHX,Ms. Kimberly A. Mackenroth,VP & Chief Information Officer,<NA>,<NA>,<NA>,0,0
LHX,Ms. Melanie  Rakita,VP & Chief Human Resources Officer,47,1978,<NA>,0,0
LII,Mr. Alok  Maskara,"CEO, President & Director",54,1971,4352826,0,3508242
LII,Mr. Chris A. Kosel,"VP, Chief Accounting Officer & Controller",58,1967,<NA>,0,0
LII,Mr. Daniel M. Sessa J.D.,Executive VP & Chief HR Officer,60,1965,1588821,4357263,4551441
LII,Mr. Joseph F. Nassab,Executive VP & President of Building Climate Solutions,57,1968,1590137,604966,1569290
LII,Mr. Michael P. Quenzer,Executive VP & CFO,47,1978,1529909,707481,513657
LII,Mr. Prakash  Bedapudi,Executive VP & CTO,58,1967,<NA>,0,0
LII,Ms. Chelsey  Pulcheon,Director of Investor Relations,<NA>,<NA>,<NA>,0,0
LII,Ms. Mary Ellen Mondi,Vice President of Marketing & Communication,<NA>,<NA>,<NA>,0,0
LII,Ms. Monica M. Brown,"Executive VP, Chief Legal Officer & Corporate Secretary",52,1973,<NA>,0,0
LII,Ms. Sarah  Martin,Executive VP & President of Home Comfort Solutions,<NA>,<NA>,<NA>,0,0
LIN,Denny  Brown,Chief Information Officer,<NA>,<NA>,<NA>,0,0
LIN,Karin  Griggel,Chief Compliance Officer,<NA>,<NA>,<NA>,0,0
LIN,Mr. David P. Strauss,Executive Officer,66,1959,1735858,2355134,18012324
LIN,Mr. Guillermo  Bichara,Executive VP & Chief Legal Officer,50,1975,1781998,0,17958852
LIN,Mr. Juan  Pelaez,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
LIN,Mr. Matthew J. White C.F.A.,Executive VP & CFO,53,1972,2242741,43556528,69349144
LIN,Mr. Sanjiv  Lamba,CEO & Director,61,1964,4323214,7179750,26136152
LIN,Mr. Sean F. Durbin,COO & EVP,54,1971,1645322,3681182,8209864
LIN,Ms. Desiree Co Bacher,Senior VP & Chief Human Resources Officer,54,1971,<NA>,0,0
LIN,Ms. Kelcey E. Hoyt,Senior VP of FP&A and Sustainability & Chief Accounting Officer,55,1970,<NA>,0,0
LKQ,Mr. Andy  Hamilton,Senior VP and President & MD of LKQ Europe,50,1975,1026934,0,0
LKQ,Mr. John R. Meyne,Senior VP & President of Wholesale North America,64,1961,752364,0,0
LKQ,Mr. Joseph P. Boutross,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
LKQ,Mr. Justin L. Jude,"President, CEO & Director",50,1975,1351111,0,0
LKQ,Mr. Matthew J. McKay,"Senior VP, General Counsel & Corporate Secretary",47,1978,713221,0,0
LKQ,Mr. Michael S. Clark,Senior VP of Policy & Administration,50,1975,307073,0,0
LKQ,Mr. Rick  Galloway,Senior VP & CFO,46,1979,899891,0,0
LKQ,Mr. Walter P. Hanley,Senior Vice President of Business Development & Strategy,59,1966,1693229,0,0
LKQ,Mr. Yanik  Cantieni,Chief Financial Officer of LKQ Europe,<NA>,<NA>,<NA>,0,0
LKQ,Ms. Genevieve L. Dombrowski,Senior Vice President of Human Resources,48,1977,<NA>,0,0
LLY,"Dr. Daniel M. Skovronsky M.D., Ph.D.",Chief Scientific & Product Officer and President of Lilly Research Laboratories,51,1974,4856979,0,0
LLY,Mr. David A. Ricks,Chairman & CEO,57,1968,7747119,0,0
LLY,Mr. Diogo  Rau,Executive VP and Chief Information & Digital Officer,50,1975,1056809,0,0
LLY,Mr. Donald A. Zakrowski,Senior VP of Finance & Chief Accounting Officer,<NA>,<NA>,<NA>,0,0
LLY,Mr. Eric  Dozier,Executive VP & Chief People Officer,57,1968,<NA>,0,0
LLY,Mr. Gordon  Brooks,"Group VP, Controller & Corporate Strategy",<NA>,<NA>,1309448,0,0
LLY,Mr. Jacob S. Van Naarden,Executive VP & President of Lilly Oncology,40,1985,3006813,0,0
LLY,Mr. Lucas E. Montarce,Executive VP & CFO,47,1978,1819075,0,0
LLY,Mr. Michael  Czapar,Director of Investor Relations,<NA>,<NA>,<NA>,0,0
LLY,Ms. Anat  Hakim J.D.,"Executive VP, General Counsel & Secretary",56,1969,3316834,0,0
LMT,Dr. Craig  Martell,Chief Technology Officer,<NA>,<NA>,<NA>,0,0
LMT,Mr. Christopher J. Wronsky,Senior VP & Chief Human Resource Officer,<NA>,<NA>,<NA>,0,0
LMT,Mr. Evan T. Scott,Senior VP & CFO,47,1978,<NA>,0,0
LMT,Mr. Frank A. St. John,Chief Operating Officer,58,1967,4504110,0,0
LMT,Mr. H. Edward Paul III,"Chief Accounting Officer, VP & Controller",49,1976,<NA>,0,0
LMT,Mr. James D. Taiclet Jr.,"Chairman, President & CEO",64,1961,10707320,0,0
LMT,Mr. Robert M. Lightfoot Jr.,President of Space,61,1964,3196248,0,0
LMT,Ms. Maria A. Ricciardone,"VP, Treasurer & Investor Relations",49,1976,<NA>,0,0
LMT,Ms. Melissa  Dueñas,Acting Senior VP & Chief Communications Officer,<NA>,<NA>,<NA>,0,0
LMT,Ms. Stephanie C. Hill,President of Rotary & Mission Systems,60,1965,3210198,0,0
LNT,Mr. Alberto G. Ruocco,Senior VP & Chief Information Officer,<NA>,<NA>,<NA>,0,0
LNT,Mr. David A. de Leon,Senior Vice President of Operations,61,1964,823292,0,0
LNT,Mr. Dylan M. Syse,Chief Accounting Officer & Controller,39,1986,<NA>,0,0
LNT,Mr. Rajagopalan  Sundararajan,Executive VP & Chief Strategy Officer,50,1975,1111317,0,0
LNT,Mr. Robert J. Durian CPA,Executive VP & CFO,54,1971,1306996,0,0
LNT,Ms. Aimee L. Davis,"Vice President of Marketing, Communications & Customer Operations",52,1973,<NA>,0,0
LNT,Ms. Amy E. Best,Senior VP & Chief Human Resources Officer,<NA>,<NA>,<NA>,0,0
LNT,Ms. Amy L. Cralam,VP & General Counsel,<NA>,<NA>,<NA>,0,0
LNT,Ms. Lisa M. Barton,"President, CEO & Director",59,1966,2533771,0,0
LNT,Ms. Melissa A. Kehoe,Vice President of Strategic Financial Planning & Investor Relations,40,1985,<NA>,0,0
LOW,Mr. Brandon J. Sink CPA,Executive VP & CFO,49,1976,1590620,671202,1900747
LOW,Mr. Dan Clayton Griggs Jr.,Senior VP of Tax & Chief Accounting Officer,47,1978,<NA>,0,0
LOW,Mr. Joseph Michael McFarland III,Executive Vice President of Stores,55,1970,1750045,0,20549756
LOW,Mr. Luis A. Avila Esq.,Senior VP of Corporate Governance & Chief Compliance Officer,<NA>,<NA>,<NA>,0,0
LOW,Mr. Marvin R. Ellison,"President, CEO & Chairman",60,1965,4439570,0,68135848
LOW,Mr. William P. Boltz,Executive Vice President of Merchandising,62,1963,1807774,0,1975462
LOW,Ms. Jennifer E. Wilson,Senior VP & Chief Marketing Officer,<NA>,<NA>,<NA>,0,0
LOW,Ms. Juliette Williams Pryor J.D.,"Executive VP, Chief Legal Officer & Corporate Secretary",60,1965,4257676,0,0
LOW,Ms. Kate  Pearlman,"Vice President, Investor Relations & Treasurer",<NA>,<NA>,<NA>,0,0
LOW,Ms. Seemantini  Godbole,Executive VP and Chief Information & Digital Officer,55,1970,1693105,8754471,1661529
LRCX,Dr. Patrick J. Lord Ph.D.,Executive VP & COO,59,1966,1641930,0,1113916
LRCX,Mr. Douglas R. Bettinger,Executive VP & CFO,58,1967,1793514,0,4689676
LRCX,Mr. Ram  Ganesh,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
LRCX,Mr. Seshasayee  Varadarajan,Senior VP of The Global Products Group,50,1975,1571591,7913904,4147467
LRCX,Mr. Steve  Fine,Corporate VP & Chief Communication Officer,<NA>,<NA>,<NA>,0,0
LRCX,Mr. Timothy M. Archer,"President, CEO & Director",58,1967,4197038,0,31764466
LRCX,Mr. Vahid  Vahedi Ph.D.,"Senior VP, Chief Technology & Sustainability Officer",59,1966,1219197,7050837,1821035
LRCX,Ms. Ava A. Harter J.D.,"Senior VP, Chief Legal Officer & Secretary",55,1970,1685283,0,121162
LRCX,Ms. Christina C. Correia,Chief Accounting Officer & Group VP,55,1970,<NA>,0,0
LRCX,Ms. Mary Teresa Hassett,Senior VP & Chief Human Resources Officer,51,1974,<NA>,0,0
LULU,Jennifer  Battersby,Senior Vice President of Product Engine,<NA>,<NA>,<NA>,0,0
LULU,Mr. Andre  Maestrini,President & Chief Commercial Officer,60,1965,1441328,0,578274
LULU,Mr. Calvin R. McDonald,CEO & Director,53,1972,3552119,0,40177928
LULU,Mr. Howard Brett Tubin,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
LULU,Mr. Ranju  Das,Chief AI & Technology Officer,<NA>,<NA>,<NA>,0,0
LULU,Ms. Martha A. M. Morfitt,Executive Chair,67,1958,274148,0,0
LULU,Ms. Meghan  Frank,Chief Financial Officer,47,1978,1407330,719315,1483017
LULU,Ms. Nicole  Neuburger,Chief Brand & Product Activation Officer,42,1983,1339972,197076,754673
LULU,Ms. Shannon  Higginson J.D.,Chief Legal & Compliance Officer,<NA>,<NA>,<NA>,0,0
LULU,Ms. Susan  Gelinas,Chief People & Culture Officer,<NA>,<NA>,<NA>,0,0
LUV,Mr. Andrew M. Watterson,Chief Operating Officer,58,1967,2164448,0,0
LUV,Mr. J. Ryan Martinez,"Principal Accounting Officer, Senior VP of Finance & Controller",45,1980,<NA>,0,0
LUV,Mr. Jeff  Novota,"Senior VP, Chief Legal Officer & Corporate Secretary",<NA>,<NA>,<NA>,0,0
LUV,Mr. Robert E. Jordan,"President, CEO & Vice Chairman of the Board",64,1961,3549831,0,0
LUV,Mr. Thomas  Merritt,VP of Technology  Infrastructure & Services and CTO,<NA>,<NA>,<NA>,0,0
LUV,Mr. Tom  Doxey,Executive VP & CFO,<NA>,<NA>,<NA>,0,0
LUV,Ms. Danielle  Collins,Managing Director of Investor Relations,<NA>,<NA>,<NA>,0,0
LUV,Ms. Elizabeth  Bryant,Senior VP & Chief People Officer,<NA>,<NA>,<NA>,0,0
LUV,Ms. Lauren  Woods,Executive Vice President & Chief Information Officer,<NA>,<NA>,<NA>,0,0
LUV,Ms. Whitney  Eichinger,Senior VP & Chief Communications Officer,<NA>,<NA>,<NA>,0,0
LVS,Mr. D. Zachary Hudson J.D.,"Executive VP, Global General Counsel & Secretary",45,1980,3689136,0,8540000
LVS,Mr. Daniel J. Briggs,Senior Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
LVS,Mr. David Reese Sylvester,Executive Vice President of Global Retail,61,1964,<NA>,0,0
LVS,Mr. Kwan Lock Chum,Executive VP of Asia Operations & Senior VP of Global Gaming Strategy,49,1976,<NA>,0,0
LVS,Mr. Patrick  Dumont,"President, COO & Director",50,1975,12092204,0,25620000
LVS,Mr. Randy A. Hyzak,Executive VP & CFO,55,1970,3012151,0,8540000
LVS,Mr. Robert Glen Goldstein,"Chairman, CEO & Treasurer",69,1956,10639285,0,36735000
LVS,Mr. Ronald  Reese,"Senior Vice President of Global Communications, Corporate Affairs & Public Relations",<NA>,<NA>,<NA>,0,0
LVS,Mr. Wing T. Chao,Advisor,<NA>,<NA>,10467,0,0
LW,Mr. Benjamin  Heselton,Chief Information Officer,53,1972,<NA>,0,0
LW,Mr. Eryk J. Spytek J.D.,General Counsel & Chief Compliance Officer,57,1968,595562,0,0
LW,Mr. Marc J.P.H. Schroeder,President of International,54,1971,1334077,0,0
LW,Mr. Michael Christopher Crowley,President of North America,52,1973,<NA>,0,0
LW,Mr. Michael Jared Smith,"President, CEO & Director",48,1977,924610,0,0
LW,Mr. Steven J. Younes J.D.,Chief Human Resources Officer,59,1966,3270025,0,0
LW,Ms. Bernadette M. Madarieta,Chief Financial Officer,49,1976,651923,0,0
LW,Ms. Debbie  Hancock,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
LW,Ms. Phuong T. Lam J.D.,VP & Corporate Secretary,<NA>,<NA>,<NA>,0,0
LW,Ms. Sylvia J. Wilks,Chief Supply Chain Officer,61,1964,690829,0,0
LYB,Mr. Agustin  Izquierdo,Executive VP & CFO,<NA>,<NA>,<NA>,0,0
LYB,Mr. Dale  Friedrichs,Executive Vice President of Operational Excellence & HSE,61,1964,<NA>,0,0
LYB,Mr. David  Kinney,Head of Investor Relations,<NA>,<NA>,<NA>,0,0
LYB,Mr. James D. Guilfoyle,"Senior VP of Olefins & Polyolefins - Europe, Africa, Middle East and India",54,1971,2534771,133855,854729
LYB,Mr. Jeffrey A. Kaplan J.D.,Executive VP & General Counsel,56,1969,1659413,0,0
LYB,Mr. Matthew D. Hayes,Senior VP & Chief Accounting Officer,50,1975,<NA>,0,0
LYB,Mr. Peter Z. E. Vanacker,CEO & Executive Director,59,1966,4413328,0,0
LYB,Mr. Torkel  Rhenman,Executive Vice President of Advanced Polymer Solutions,61,1964,1688602,0,0
LYB,Ms. Kimberly A. Foley,Executive Vice President of Global Olefins & Polyolefins,58,1967,1744244,0,7356
LYB,Ms. Trisha  Conley,Executive Vice President of People & Culture,58,1967,<NA>,0,0
LYV,Mr. Arthur  Fogel,Chairman of Global Music Group & President of Global Touring Division,71,1954,<NA>,0,0
LYV,Mr. Brian J. Capo,Chief Accounting Officer & Senior VP,58,1967,675000,356400,0
LYV,Mr. Joe  Berchtold,President & CFO,60,1965,6423972,3201048,24253456
LYV,Mr. John  Hopmans,Executive Vice President of Mergers & Acquisitions and Strategic Finance,66,1959,3012980,0,33220912
LYV,Mr. Michael  Rapino,"President, CEO & Director",59,1966,23161180,10813885,50711844
LYV,Mr. Michael G. Rowles,"Executive VP, General Counsel & Secretary",59,1966,2781954,2543860,18564864
LYV,Mr. Russell  Wallach,Global President of Sponsorship & Advertising Division,59,1966,<NA>,0,0
LYV,Ms. Amy  Yong,Senior Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
LYV,Ms. Kaitlyn  Henrich,"Senior Vice President of Corporate Affairs, Corporate Communications & Social Impact",34,1991,<NA>,0,0
LYV,Ms. Liz  Dyer,Senior Vice President of Human Resources,39,1986,<NA>,0,0
MA,Mr. Craig E. Vosburg,Chief Services Officer,58,1967,2323225,18232652,26102528
MA,Mr. Devin  Corr,Executive Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
MA,Mr. Michael  Miebach,CEO & Director,57,1968,5991496,8514586,30364464
MA,Mr. Richard R. Verma Ph.D.,Chief Administrative Officer,53,1972,<NA>,0,0
MA,Mr. Sachin  Mehra,Chief Financial Officer,54,1971,2953621,5261475,12075489
MA,Mr. Timothy Henry Murphy J.D.,Vice Chair,57,1968,2286695,0,5572874
MA,Ms. Jill  Kramer,Chief Marketing & Communications Officer,<NA>,<NA>,<NA>,0,0
MA,Ms. P. Raj Seshadri,Chief Commercial Payments Officer,59,1966,1931834,5098017,2440844
MA,Ms. Ruosi  Wan,"Executive Vice President of Strategy, Corporate Development and M&A",<NA>,<NA>,<NA>,0,0
MA,Ms. Tiffany M. Hall,General Counsel,46,1979,<NA>,0,0
MAA,Mr. A. Clay Holder,Executive VP & Chief Financial Officer,48,1977,1009570,0,0
MAA,Mr. Adrian Bradley Hill C.F.A.,"CEO, President & Director",49,1976,1517515,0,0
MAA,Mr. David  Herring,"Senior VP, Principal Accounting Officer & Chief Accounting Officer",51,1974,<NA>,0,0
MAA,Mr. H. Eric Bolton Jr.,Executive Chairman,68,1957,3136042,0,0
MAA,Mr. Joseph P. Fracchia CPA,Executive VP and Chief Technology & Innovation Officer,51,1974,<NA>,0,0
MAA,"Mr. Robert J. DelPriore Esq., J.D.","Executive VP, Chief Administrative Officer & General Counsel",56,1969,1430583,0,0
MAA,Mr. Timothy P. Argo CPA,Executive VP and Chief Strategy & Analysis Officer,48,1977,758404,0,0
MAA,Ms. Jennifer  Patrick,Investor Relations Contact,<NA>,<NA>,<NA>,0,0
MAA,Ms. Leslie Bratten Cantrell Wolfgang,"Senior VP, Chief Ethics & Compliance Officer and Corporate Secretary",<NA>,<NA>,<NA>,0,0
MAA,Ms. Melanie M. Carpenter,Executive VP & Chief Human Resources Officer,48,1977,481768,0,0
MAR,Mr. Anthony G. Capuano Jr.,"President, CEO & Director",59,1966,6459666,4586596,25914284
MAR,Mr. Benjamin T. Breland,Chief Human Resources Officer & Executive VP of Global Operations Services,49,1976,2068792,0,1105025
MAR,Mr. Drew L. Pinto,Executive VP and Chief Revenue & Technology Officer,53,1972,<NA>,0,0
MAR,Mr. Robert  Guidice,Chief Global Operations Officer,<NA>,<NA>,<NA>,0,0
MAR,Mr. William P. Brown,Group President of United States & Canada,63,1962,2277555,2035177,1567269
MAR,Ms. Felitia O. Lee,Controller & Chief Accounting Officer,63,1962,<NA>,0,0
MAR,Ms. Jackie Burka McConagha,Senior Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
MAR,Ms. Kathleen Kelly Oberg,CFO & Executive VP of Development,64,1961,2536267,14544781,0
MAR,Ms. Rena Hozore Reiss J.D.,Executive VP & General Counsel,65,1960,2048330,0,10702786
MAR,Ms. Tricia A. Primrose,Executive VP and Chief Global Communications & Public Affairs Officer,<NA>,<NA>,<NA>,0,0
MAS,Mr. Jai  Shah CPA,Group President of Plumbing & Wellness,59,1966,1164773,828580,4762760
MAS,Mr. Jonathon J. Nudi,"President, CEO & Director",55,1970,130000,0,0
MAS,Mr. Kenneth G. Cole J.D.,"VP, General Counsel & Secretary",59,1966,1083680,1726215,4520971
MAS,Mr. Richard J. Westenberg,"VP, CFO & Treasurer",51,1974,1947390,0,0
MAS,Mr. Steve  Stigers,President of Watkins Wellness,<NA>,<NA>,<NA>,0,0
MAS,Mr. VJ  Teenarsipur,President of Behr Paint Company,<NA>,<NA>,<NA>,0,0
MAS,Ms. Jennifer A. Stone,VP & Chief Human Resource Officer,53,1972,<NA>,0,0
MAS,Ms. Renee  Straber,Executive Officer,54,1971,<NA>,0,0
MAS,Ms. Robin L. Zondervan,"Vice President, Investor Relations and FP&A",45,1980,<NA>,0,0
MAS,Ms. Sue  Sabo,Director of Corporate Communications,<NA>,<NA>,<NA>,0,0
MCD,Mr. Brian S. Rice,Executive VP & Global Chief Information Officer,62,1963,834294,0,0
MCD,Mr. Christopher J. Kempczinski,"Chairman President, & CEO",56,1969,3195065,1792141,47533376
MCD,Mr. Dexter P. Congbalay,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
MCD,Mr. Ian Frederick Borden CPA,Executive VP & Global CFO,56,1969,1561322,1473736,21364700
MCD,Mr. Joseph  Erlinger,EVP & President of McDonald's USA,51,1974,2361042,0,15877165
MCD,Ms. Desiree A. Ralls-Morrison J.D.,Executive VP & Global Chief Legal Officer,58,1967,1228662,0,1399144
MCD,Ms. Gillian  McDonald,Executive Vice President & Global Chief Restaurant Experience Officer,59,1966,1299644,0,231617
MCD,Ms. Lauren B. Elting CPA,"VP, Principal Accounting Officer & Corporate Controller",43,1982,<NA>,0,0
MCD,Ms. Morgan  Flatley,Executive VP and Global Chief Marketing Officer & New Business Ventures,50,1975,<NA>,0,0
MCD,Ms. Tiffanie L. Boyd,Executive VP & Global Chief People Officer,52,1973,<NA>,0,0
MCHP,Mr. David  Sadler,VP of Finance & Corporate Controller,<NA>,<NA>,<NA>,0,0
MCHP,Mr. James Eric Bjornholt,Senior Corporate Vice President & CFO,54,1971,270332,0,0
MCHP,Mr. Joseph R. Krawczyk II,Senior Corporate Vice President of Worldwide Client Engagement,65,1960,251667,0,0
MCHP,Mr. Mathew B. Bunker,Senior Corporate Vice President of Operations,55,1970,236855,0,0
MCHP,Mr. Michael A. Finley,Senior Corporate Vice President of Operations,<NA>,<NA>,<NA>,0,0
MCHP,Mr. Patrick F. Johnson,"Senior Corporate Vice President, FPGA & Timing Business Units",<NA>,<NA>,<NA>,0,0
MCHP,Mr. Richard J. Simoncic,Chief Operating Officer,61,1964,289356,0,0
MCHP,Mr. Sajid  Daudi,Head of Investor Relations,<NA>,<NA>,<NA>,0,0
MCHP,Mr. Stephen  Sanghi,"CEO, President & Chair of the Board",69,1956,452880,0,0
MCHP,Ms. Lauren A. Carr,Senior Corporate Vice President of Global Human Resources,<NA>,<NA>,<NA>,0,0
MCK,Mr. Brian S. Tyler Ph.D.,CEO & Director,58,1967,5661202,0,0
MCK,Mr. Britt J. Vitalone CPA,Executive VP & CFO,56,1969,2681328,0,0
MCK,Mr. Francisco  Fraga,"Executive VP, Chief Information & Technology Officer",52,1973,<NA>,0,0
MCK,Mr. Kirk  Kaminsky,Executive VP & Group President of North American Pharmaceutical Services,<NA>,<NA>,<NA>,0,0
MCK,Mr. Napoleon B. Rutledge Jr.,"Senior VP, Controller & Chief Accounting Officer",52,1973,<NA>,0,0
MCK,Mr. Thomas L. Rodgers M.B.A.,Executive VP and Chief Strategy & Business Development Officer,54,1971,1462012,0,0
MCK,Ms. Jeni  Dominguez,Head of Investor Relations,<NA>,<NA>,<NA>,0,0
MCK,Ms. LeAnn B. Smith,Executive VP & Chief Human Resources Officer,50,1975,1516918,0,0
MCK,Ms. Michele  Lau J.D.,Executive VP & Chief Legal Officer,49,1976,2225612,0,0
MCK,Paul A. Smith,Senior Vice President of Taxes,<NA>,<NA>,<NA>,0,0
MCO,Andrew  Weinberg,Chief Compliance Officer,<NA>,<NA>,<NA>,0,0
MCO,Mr. Jason  Phillips,Chief Accounting Officer & Corporate Controller,48,1977,<NA>,0,0
MCO,Mr. Michael  Adler,Senior Vice President of Corporate Communications,<NA>,<NA>,<NA>,0,0
MCO,Mr. Michael L. West,President of Moody's Investors Service Inc.,56,1969,2905499,1904995,0
MCO,Mr. Richard  Steele,Senior VP & General Counsel,55,1970,1308216,1037400,328374
MCO,Mr. Robert Scott Fauber,"President, CEO & Director",55,1970,4025941,875438,17473052
MCO,Ms. Maral  Kazanjian,Senior VP & Chief People Officer,51,1974,<NA>,0,0
MCO,Ms. Noemie Clemence Heuland CPA,Senior VP & CFO,47,1978,2233850,0,0
MCO,Ms. Shivani  Kak,Head of Investor Relations,<NA>,<NA>,<NA>,0,0
MCO,Ms. Tameka Brown Alsop P.M.P.,Senior VP & Chief Administrative Officer,<NA>,<NA>,<NA>,0,0
MDLZ,Mr. Brian C. Stevens,"Senior VP, Corporate Controller & Chief Accounting Officer",50,1975,<NA>,0,0
MDLZ,Mr. Dirk  Van de Put,Chairman & CEO,64,1961,4991546,0,0
MDLZ,Mr. Filippo  Catalano,Chief Information & Digital Officer,52,1973,<NA>,0,0
MDLZ,Mr. Gustavo Carlos Valle,Executive VP & President of North America,61,1964,1280246,0,151681
MDLZ,Mr. Martin  Renaud,Executive VP and Chief Marketing & Sales Officer,57,1968,<NA>,0,0
MDLZ,Mr. Mohit  Bhalla,Vice President of Corporate Development,55,1970,<NA>,0,0
MDLZ,Mr. Shep  Dunlap,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
