symbol,name,title,age,born,pay,exercised,unexercised
CBOE,Mr. Christopher Andrew Isaacson,Executive VP & COO,47,1978,2017735,0,0
CBOE,Mr. Craig Steven Donohue,"CEO, President & Director",63,1962,<NA>,0,0
CBOE,Mr. John Patrick Sexton J.D.,"Executive VP, General Counsel & Corporate Secretary",60,1965,1171163,0,0
CBOE,Mr. Kenneth William Hill C.F.A.,"Senior VP, Treasurer and Head of Investor Relations & Business Intelligence",<NA>,<NA>,<NA>,0,0
CBOE,Mr. Tim  Lipscomb,Executive VP & CTO,<NA>,<NA>,<NA>,0,0
CBOE,Ms. Alexandra Michele Albright,Chief Compliance Officer,<NA>,<NA>,<NA>,0,0
CBOE,Ms. Jill M. Griebenow CPA,Executive VP & CFO,45,1980,1378323,0,0
CBOE,Ms. Stacie  Fleming,Senior Vice President of Marketing & Communications,<NA>,<NA>,<NA>,0,0
CBRE,Mr. Chad J. Doellinger,Chief Legal and Administrative Officer & Corporate Secretary,49,1976,1773938,0,0
CBRE,Mr. Daniel G. Queenan J.D.,Executive Group President,52,1973,2477285,0,0
CBRE,Mr. Jeffrey S. Pion,Vice Chairman of Brokerage Services,63,1962,<NA>,0,0
CBRE,Mr. Nicholas  MacLean,Executive Director & MD of Middle East & Northern Africa,<NA>,<NA>,<NA>,0,0
CBRE,Mr. Robert E. Sulentic,CEO & Chairman of Board,69,1956,5216760,0,0
CBRE,Mr. Steven  Iaco,Senior Managing Director of Corporate Communications & Investor Relations,<NA>,<NA>,<NA>,0,0
CBRE,Mr. Vikramaditya  Kohli,COO & CEO of Advisory Services,45,1980,2651789,0,0
CBRE,Ms. Chandni  Luthra,Executive Vice President of Investor Relations and Financial Planning & Analysis,<NA>,<NA>,<NA>,0,0
CBRE,Ms. Elizabeth  Atlee,Senior VP and Chief Ethics & Compliance Officer,<NA>,<NA>,<NA>,0,0
CBRE,Ms. Emma E. Giamartino,CFO & Chief Investment Officer,42,1983,2373072,0,0
CCI,Kris  Hinson,VP of Corporate Finance & Treasurer,<NA>,<NA>,<NA>,0,0
CCI,Mr. Christian H. Hillabrant,"CEO, President & Director",<NA>,<NA>,<NA>,0,0
CCI,Mr. Christopher D. Levendos,Executive VP & COO of Network,56,1969,1286833,0,0
CCI,Mr. Daniel K. Schlanger,Executive VP & Chief Transformation Officer,51,1974,1379283,0,0
CCI,Mr. Edward B. Adams Jr.,Executive VP & General Counsel,56,1969,1096169,0,0
CCI,Mr. Robert Sean Collins,"Principal Accounting Officer, Vice President & Controller",58,1967,<NA>,0,0
CCI,Mr. Sunit S. Patel C.F.A.,Executive VP & CFO,63,1962,117500,0,0
CCI,Ms. Catherine  Piche,Executive VP & COO of Towers,53,1972,587216,0,0
CCI,Ms. Fiona  McKone,Vice President of Communications & Marketing,<NA>,<NA>,<NA>,0,0
CCI,Ms. Karen  Rohrkemper,Senior Vice President of Implementation & Operations,<NA>,<NA>,<NA>,0,0
CCL,Hon. E. H. Horst Rahe,Life President of AIDA Cruises,<NA>,<NA>,<NA>,0,0
CCL,Mr. Adolfo M. Perez,Senior Vice President of Trade Sales and Marketing for Carnival Cruise Line,<NA>,<NA>,<NA>,0,0
CCL,Mr. David  Bernstein,CFO & Chief Accounting Officer,67,1958,11453712,0,0
CCL,Mr. Enrique  Miguez J.D.,General Counsel,60,1965,4886561,0,0
CCL,Mr. Joshua Ian Weinstein,CEO & Director,51,1974,14790786,0,0
CCL,Mr. Michael Meir Arison,Executive Chairman of the Board,76,1949,127357,0,0
CCL,Mr. Tom  Strang,Senior Vice President of Maritime Affairs,<NA>,<NA>,<NA>,0,0
CCL,Ms. Beth  Roberts,Senior Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
CCL,Ms. Bettina  Deynes,Global Chief Human Resources Officer,52,1973,1879609,0,0
CCL,Ms. Jody  Venturoni,Chief Communications Officer,<NA>,<NA>,<NA>,0,0
CDNS,Dr. Anirudh  Devgan Ph.D.,"CEO, President & Director",55,1970,1940728,22336990,88129872
CDNS,Dr. Chin-Chi  Teng Ph.D.,Senior VP and GM of the Digital & Signoff Group,59,1966,971649,12957106,10258398
CDNS,Dr. Paul  Cunningham Ph.D.,Senior VP & GM of the System and Verification Group,47,1978,983398,0,5339699
CDNS,Mr. Ariel  Sella,Co-Founder,<NA>,<NA>,<NA>,0,0
CDNS,Mr. John M. Wall,Senior VP & CFO,54,1971,1191683,6587096,1861559
CDNS,Mr. Marc  Taxay J.D.,"Senior VP, General Counsel & Corporate Secretary",56,1969,<NA>,0,0
CDNS,Mr. Paul  Scannell,Senior Vice President of Customer Success Team,59,1966,916878,0,31533
CDNS,Mr. Richard  Gu,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
CDNS,Mr. Tarak  Ray,Chief Information Officer & Senior VP,<NA>,<NA>,<NA>,0,0
CDNS,Mr. Thomas P. Beckley,Senior Vice President of Strategic Technology Programs,67,1958,983726,23093400,508639
CDW,Dr. Sanjay  Sood,CTO & Senior VP,<NA>,<NA>,<NA>,0,0
CDW,Mr. Albert Joseph Miralles Jr.,CFO & Executive VP of Enterprise Business Operations,55,1970,677285,0,47153
CDW,Mr. Anand J. Rao,Senior VP and Chief Marketing & Digital Officer,<NA>,<NA>,<NA>,0,0
CDW,Mr. Frederick J. Kulevich,"Chief Legal Officer, Executive VP of Risk & Compliance and Corporate Secretary",59,1966,733905,0,3931342
CDW,Mr. Peter Richard Locy,"VP, Controller & Chief Accounting Officer",43,1982,<NA>,0,0
CDW,Mr. Steven J O'Brien,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
CDW,Ms. Christina M. Corley,President of International,57,1968,698350,0,12457406
CDW,Ms. Christine A. Leahy J.D.,"Chair of the Board, President & CEO",60,1965,1051397,0,25631580
CDW,Ms. Katherine Elizabeth Sanderson,Chief Human Resources Officer & Executive VP Coworker Success,<NA>,<NA>,1179295,0,0
CDW,Sara  Granack,Vice President of Corporate Communications & Reputation,<NA>,<NA>,<NA>,0,0
CEG,Mr. Bryan Craig Hanson,Senior Executive VP & Chief Generation Officer,59,1966,2473213,0,0
CEG,Mr. Christopher H. Mudrick,Chief Nuclear Officer,<NA>,<NA>,<NA>,0,0
CEG,Mr. Daniel L. Eggers C.F.A.,Senior Executive Vice President of Finance & Data Economy,48,1977,2021767,0,0
CEG,Mr. James  McHugh,Senior Executive VP & Chief Commercial Officer,52,1973,1851226,0,0
CEG,Mr. Joseph  Dominguez,"President, CEO & Director",61,1964,5197368,0,0
CEG,Mr. Matthew  Price,"Executive VP, Chief Legal Officer & General Counsel",<NA>,<NA>,<NA>,0,0
CEG,Mr. Michael R. Koehler,Executive VP & Chief Administration Officer,58,1967,2129471,0,0
CEG,Mr. Shane  Smith,Executive VP & CFO,45,1980,<NA>,0,0
CEG,Ms. Kathleen L. Barron,Executive VP & Senior Advisor to the CEO,53,1972,1897318,0,0
CEG,Ms. Susie  Kutansky,Executive VP & Chief Human Resources Officer,<NA>,<NA>,<NA>,0,0
CF,Mr. Ashraf K. Malik,Senior Vice President of Manufacturing & Distribution,59,1966,1175229,0,0
CF,Mr. Christopher D. Bohn,"CEO, President & Director",57,1968,1955431,0,0
CF,Mr. Gregory D. Cameron,Executive VP & Chief Financial Officer,56,1969,1245519,0,0
CF,Mr. Martin A. Jarosick C.F.A.,VP of Treasury & Investor Relations,<NA>,<NA>,<NA>,0,0
CF,Mr. Richard A. Hoker,"VP, Corporate Controller & Chief Accounting Officer",60,1965,731511,0,439440
CF,Ms. Darla  Rivera J.D.,Director of Investor Relations,<NA>,<NA>,<NA>,0,0
CF,Ms. Julie Scheck Freigang,VP & Chief Information Officer,57,1968,<NA>,0,0
CF,Ms. Linda M. Dempsey,Vice President of Public Affairs,61,1964,<NA>,0,0
CF,Ms. Susan L. Menzel,Executive VP & Chief Administrative Officer,60,1965,1480640,0,0
CFG,Mr. Aunoy  Banerjee,Executive VP & CFO,47,1978,<NA>,0,0
CFG,Mr. Brendan  Coughlin,President & Vice Chair,45,1980,3640927,0,0
CFG,Mr. Bruce Winfield Van Saun,CEO & Chairman of the Board,68,1957,4237810,0,0
CFG,Mr. Christopher J. Schnirel,"Executive VP, Chief Accounting Officer & Controller",53,1972,<NA>,0,0
CFG,Mr. Donald H. McCree III,Chair of Commercial Banking,63,1962,1692675,0,0
CFG,Mr. Michael  Ruttledge,"Executive VP, Chief Information Officer & Head of Enterprise Security and Technology",61,1964,<NA>,0,0
CFG,Mr. Thomas M. Metzger,Head of Citizens Private Wealth Manager,73,1952,<NA>,0,0
CFG,Ms. Kristin  Silberberg,Head of Investor Relations,<NA>,<NA>,<NA>,0,0
CFG,Ms. Michelle  Moosally,General Counsel & Chief Legal Officer,<NA>,<NA>,<NA>,0,0
CFG,Ms. Susan A. LaMonica,Executive VP & Chief HR Officer,63,1962,1162792,0,0
CHD,Mr. Carlos G. Linares,"Executive VP, CTO & Global New Product Innovation",61,1964,1321907,0,6355628
CHD,Mr. Carlos Ruiz Rabago,EVP & Chief Supply Chain Officer,<NA>,<NA>,534425,0,0
CHD,Mr. Joseph James Longo,"VP, Chief Accounting Officer & Corporate Controller",54,1971,<NA>,0,0
CHD,Mr. Kevin  Gokey,Executive VP & Chief Information Officer,<NA>,<NA>,<NA>,0,0
CHD,Mr. Lee B. McChesney,CFO & Executive VP,53,1972,<NA>,0,0
CHD,Mr. Michael G. Read,Executive Vice President of International,50,1975,1016983,683532,1880703
CHD,"Mr. Patrick D. de Maynadier Esq., J.D.","Executive VP, General Counsel & Secretary",65,1960,1109282,8102868,2514916
CHD,Mr. Richard A. Dierker,"President, CEO & Director",45,1980,1892266,2635281,0
CHD,Ms. Rene M. Hemsey,Executive VP & Chief Human Resources Officer,57,1968,<NA>,0,0
CHD,Ms. Stacey  Ramstedt,Senior VP & Chief Marketing Officer,<NA>,<NA>,<NA>,0,0
CHRW,Mr. Arun D. Rajan,Chief Strategy & Innovation Officer,56,1969,2078819,0,0
CHRW,Mr. Charles S. Ives,Senior Director of Investor Relations,53,1972,<NA>,0,0
CHRW,Mr. Damon J. Lee,Chief Financial Officer,47,1978,2182623,0,0
CHRW,Mr. David P. Bozeman,"President, CEO & Director",57,1968,3166526,0,0
CHRW,Mr. Duncan  Burns,Chief Communications Officer,49,1976,<NA>,0,0
CHRW,Mr. Michael D. Castagnetto,President of North American Surface Transportation,48,1977,1141014,0,1097715
CHRW,Mr. Michael J. Short,President of Global Freight Forwarding,55,1970,1200789,321183,194611
CHRW,Mr. Michael W. Neill,Chief Technology Officer,54,1971,<NA>,0,0
CHRW,Ms. Angela K. Freeman,Chief Human Resources & ESG Officer,57,1968,735596,0,173737
CHRW,Ms. Dorothy G. Capers,Chief Legal Officer & Corporate Secretary,63,1962,<NA>,0,0
CHTR,Mr. Christopher L. Winfrey,"President, CEO & Director",49,1976,5752660,7913604,69942784
CHTR,Mr. Jamal H. Haughton J.D.,"Executive VP, General Counsel & Corporate Secretary",49,1976,1768376,0,0
CHTR,Mr. Jeffrey B. Murphy,Senior Vice President of Corporate Finance & Development,58,1967,<NA>,0,0
CHTR,Mr. Kevin D. Howard,"Executive VP, Chief Accounting Officer & Controller",55,1970,1043631,0,2852292
CHTR,Mr. R. Adam Ray,"Executive VP, Chief Commercial Officer & President of Spectrum Enterprise",49,1976,1704239,0,290902
CHTR,Mr. Richard J. DiGeronimo,President of Product & Technology,47,1978,4293621,0,1370039
CHTR,Mr. Stefan  Anninger,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
CHTR,Ms. Cameron R. Blanchard,Executive Vice President of Communications,55,1970,<NA>,0,0
CHTR,Ms. Jessica M. Fischer,Chief Financial Officer,39,1986,1886219,0,290902
CHTR,Ms. Sharon  Peters,Executive VP & Chief Marketing Officer,50,1975,<NA>,0,0
CI,Kari Knight Stevens,Executive VP & Chief Human Resources Officer,<NA>,<NA>,<NA>,0,0
CI,Mr. David Michael Cordani,CEO & Chair of the Board,60,1965,4665874,29488826,40906364
CI,Mr. Dean Morris Mirabella,President and GM of Florida & Caribbean Markets,<NA>,<NA>,<NA>,0,0
CI,Mr. Durga Prasad Koka,Executive Vice President & Global Chief Information Officer,<NA>,<NA>,<NA>,0,0
CI,Mr. Jason D. Sadler,President of International MArkets & President of International Health Cigna Healthcare,56,1969,1860276,821441,168605
CI,Mr. Phil  Austin,Head of Strategy & Global Business Development for Cigna International Markets,<NA>,<NA>,<NA>,0,0
CI,Mr. Ralph  Giacobbe,Senior Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
CI,Ms. Ann M. Dennison,Executive VP & CFO,54,1971,<NA>,0,0
CI,Ms. Jamie  Kates,Chief Accounting Officer,45,1980,<NA>,0,0
CI,Ms. Nicole Susan Jones J.D.,"Executive VP, Chief Administrative Officer & General Counsel",54,1971,1880893,3206269,5307376
CINF,Betsy E. Ertel C.P.C.U.,Vice President of Corporate Communications,<NA>,<NA>,<NA>,0,0
CINF,"Mr. Dennis E. McDaniel C.M.A., CPA, C.P.C.U., CFM",VP & Investor Relations Officer,65,1960,<NA>,0,0
CINF,"Mr. Donald Joseph Doyle Jr., AIM, C.P.C.U.",Senior Vice President of The Cincinnati Insurance Company,58,1967,<NA>,0,0
CINF,Mr. John Scott Kellington,Chief Information Officer & Executive VP of The Cincinnati Insurance Company,63,1962,2667853,0,7488581
CINF,Mr. Michael James Sewell CPA,"CFO, Principal Accounting Officer, Executive VP & Treasurer",61,1964,3883077,571357,11016155
CINF,Mr. Stephen Michael Spray,"President, CEO & Director",59,1966,5309283,236790,6547917
CINF,"Mr. Steven Anthony Soloria C.F.A., C.P.C.U.",Executive VP & Chief Investment Officer,58,1967,2050722,38799,160874
CINF,"Mr. Steven Justus Johnston C.F.A., CERA, FCAS, MAAA",Executive Chairman,65,1960,6009037,1235143,22324176
CINF,Mr. Thomas Christopher Hogan Esq.,"Executive VP, Chief Legal Officer & Company Secretary",32,1993,<NA>,0,0
CINF,Ms. Teresa Currin Cracas Esq.,Chief Risk Officer & Executive VP of The Cincinnati Insurance Company,59,1966,2457978,0,5461850
CL,Anne-Marie  Motte,Executive VP of Marketing - Latin America,<NA>,<NA>,<NA>,0,0
CL,Eutychus  Karuru,Executive Vice President of Internal Audit & Compliance,<NA>,<NA>,<NA>,0,0
CL,Mr. Dana  Bolden,Chief Communications Officer,58,1967,<NA>,0,0
CL,Mr. David  Foster,Chief Information Officer,<NA>,<NA>,<NA>,0,0
CL,Mr. John  Faucher,Chief Investor Relations Officer and Executive VP of M&A,<NA>,<NA>,<NA>,0,0
CL,Mr. Noel R. Wallace,"Chairman, CEO & President",61,1964,6985654,1637437,21104572
CL,Mr. Panagiotis  Tsourapas,"COO of Europe, Asia Pacific, Africa Eurasia & Skin Health & Global Customer Dev.",60,1965,2511156,2297287,2823239
CL,Mr. Stanley J. Sutula III,Chief Financial Officer,59,1966,2983607,1599350,1894829
CL,Mr. Stephan  Habif,Chief Technology Officer,<NA>,<NA>,<NA>,0,0
CL,Ms. Jennifer M. Daniels,Chief Legal Officer & Secretary,61,1964,2389372,2128625,3232879
CLX,Mr. Chris T. Hyder,Executive VP and Group President of Health & Hygiene,49,1976,1367165,0,0
CLX,Mr. Eric H. Reynolds,Advisor,55,1970,1762620,0,128829
CLX,Mr. Luc  Bellet,Executive VP & CFO,45,1980,1022623,0,0
CLX,Ms. Angela C. Hilt,"Executive VP, Chief Legal & External Affairs Officer and Corporate Secretary",52,1973,1446237,0,18822
CLX,Ms. Chau  Banks,Senior VP and Chief Information & Data Officer,55,1970,<NA>,0,0
CLX,Ms. Kirsten M. Marriner,Executive VP & Chief Administrative Officer,52,1973,1538650,0,5529
CLX,Ms. Laura E. Peck,"VP, Chief Accounting Officer & Corporate Controller",47,1978,<NA>,0,0
CLX,Ms. Linda J. Rendle,CEO & Chairman,46,1979,3578279,1380606,0
CLX,Ms. Lisah  Burhan,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
CLX,Ms. Nina  Barton,Executive VP and Group President of Care & Connection,50,1975,2072561,0,0
CMCSA,Mr. Brian L. Roberts,Chairman & Co-CEO,65,1960,10200486,20651000,14782284
CMCSA,Mr. Daniel C. Murdock,"Executive VP, Chief Accounting Officer & Controller",51,1974,<NA>,0,0
CMCSA,Mr. David N. Watson,Vice Chairman,67,1958,9336534,5212805,6813369
CMCSA,Mr. Jason S. Armstrong C.F.A.,Chief Financial Officer,48,1977,6357770,1032207,700622
CMCSA,Mr. Michael J. Cavanagh J.D.,"Co-CEO, President & Director",59,1966,10255165,10195190,5760640
CMCSA,Mr. Robert L. Eatroff,Executive Vice President of Global Corporate Development & Strategy,59,1966,<NA>,0,0
CMCSA,Mr. Thomas J. Reid,Chief Legal Officer & Secretary,61,1964,7080343,0,43218
CMCSA,Ms. Jennifer Khoury Newcomb,Chief Communications Officer,51,1974,3962500,0,189589
CMCSA,Ms. Karen Dougherty Buchholz,Executive Vice President of Administration,57,1968,<NA>,0,0
CMCSA,Ms. Marci  Ryvicker,Executive Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
CME,Mr. Derek L. Sammann,Senior MD & Global Head of Commodities Markets,57,1968,1629579,0,0
CME,Mr. Jack  Tobin,MD & Chief Accounting Officer,61,1964,<NA>,0,0
CME,Mr. John C. Peschier,Managing Director of Investor Relations,57,1968,<NA>,0,0
CME,Mr. Jonathan L. Marcus J.D.,Senior MD & General Counsel,<NA>,<NA>,<NA>,0,0
CME,Mr. Michael G. Dennis,Senior Managing Director & Global Head of Fixed Income,44,1981,70417,0,0
CME,Mr. Sunil  Cutinho,Chief Information Officer,53,1972,1617400,0,0
CME,Mr. Terrence A. Duffy,Chairman & CEO,67,1958,10374424,0,0
CME,Ms. Anita  Liskey,Senior Managing Director of Corporate Marketing & Communications,60,1965,<NA>,0,0
CME,Ms. Julie M. Winkler,Senior MD & Chief Commercial Officer,50,1975,1617400,0,0
CME,Ms. Suzanne  Sprague,"Senior MD, Group COO & Global Head of Clearing",<NA>,<NA>,<NA>,0,0
CMG,Mr. Adam  Rymer,Chief Financial Officer,43,1982,915962,0,1211233
CMG,Mr. Curtis E. Garner III,President and Chief Strategy & Technology Officer,55,1970,2651688,10602540,38608592
CMG,Mr. Jason  Kidd,Chief Operating Officer,<NA>,<NA>,<NA>,0,0
CMG,Mr. John R. Hartung,Senior advisor,68,1957,2819688,7998336,28735538
CMG,Mr. Matthew  Bush,"VP, Controller & Principal Accounting Officer",42,1983,<NA>,0,0
CMG,Mr. Scott  Boatwright,CEO & Director,52,1973,2515513,0,7425661
CMG,Ms. Anat  Davidzon,Managing Director of Canada,<NA>,<NA>,<NA>,0,0
CMG,Ms. Cynthia Henn Olsen CFA,Head of Investor Relations & Strategy,<NA>,<NA>,<NA>,0,0
CMG,Ms. D Ilene Eskenazi J.D.,Chief Legal & Human Resources Officer,52,1973,<NA>,0,0
CMG,Ms. Stephanie  Perdue,Interim Chief Marketing Officer,<NA>,<NA>,<NA>,0,0
CMI,Hon. Nicole Y. Lamb-Hale,"VP, Chief Administrative Officer & Corporate Secretary",58,1967,<NA>,0,0
CMI,Mr. John  Gaidoo,VP & Chief Legal Officer,<NA>,<NA>,<NA>,0,0
CMI,Mr. Jonathan  Wood,VP & Chief Technical Officer,54,1971,<NA>,0,0
CMI,Mr. Mark A. Smith,CFO & VP,57,1968,3375982,1043652,10640668
CMI,Mr. Marvin  Boakye,VP & Chief Human Resources Officer,51,1974,2799855,0,0
CMI,Mr. Nicholas J. Arens,Executive Director of Investor Relations and Business Analysis & Planning,<NA>,<NA>,<NA>,0,0
CMI,Ms. Amy Rochelle Davis,VP & President of Accelera by Cummins and Components,55,1970,2465742,325556,1363172
CMI,Ms. Bonnie Jean Fetch,Executive VP & President of Operations,54,1971,<NA>,0,0
CMI,Ms. Jennifer Mary Bush,VP & President of Power Systems Business,50,1975,2123483,633170,858868
CMI,Ms. Jennifer W. Rumsey,CEO & Chairman of the Board,51,1974,9430820,2028593,9405573
CMS,Mr. Brandon J. Hofmeister,"Senior Vice President of Strategy, Sustainability & External Affairs",48,1977,1155419,0,0
CMS,Mr. Garrick J. Rochow,"President, CEO & Director",50,1975,3749903,0,0
CMS,Mr. Jason M. Shore,Treasurer & VP of Investor Relations,48,1977,<NA>,0,0
CMS,Mr. Jim G. Beechey,VP of IT & Security and Chief Information Officer,<NA>,<NA>,<NA>,0,0
CMS,Mr. LeeRoy  Wells Jr.,President of Natural Gas Delivery,46,1979,1284148,0,0
CMS,Mr. Rejji P. Hayes,Executive VP & CFO,50,1975,1928758,0,0
CMS,Mr. Scott B. McIntosh,"Chief Accounting Officer, Controller & VP",49,1976,<NA>,0,0
CMS,Mr. Shaun M. Johnson J.D.,EVP of Business Transformation & Chief Legal & Administrative Officer,46,1979,1399026,0,0
CMS,Ms. Melissa M. Gleespen,"VP, Chief Compliance Officer & Corporate Secretary",57,1968,<NA>,0,0
CMS,Ms. Tonya L. Berry,Executive VP & COO,52,1973,<NA>,0,0
CNC,Mr. Andrew Lynn Asher,Chief Financial Officer,56,1969,4003059,0,0
CNC,"Mr. Brian Phillip LeClaire M.B.A., Ph.D.",Chief Information Officer,65,1960,<NA>,0,0
CNC,Mr. Christopher Andrew Koster,"Executive VP, General Counsel & Secretary",60,1965,2142654,0,0
CNC,Ms. Ashlee  Knuckey,"Chief Risk, Ethics & Compliance Officer",<NA>,<NA>,<NA>,0,0
CNC,Ms. Cary D. Hobbs,Executive VP & Chief of Staff,57,1968,<NA>,0,0
CNC,Ms. Jennifer Lynch Gilligan,Senior Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
CNC,Ms. Katie Nicole Casso,"Senior Vice President of Finance, Corporate Controller and Chief Accounting Officer",43,1982,<NA>,0,0
CNC,Ms. Sarah M. London,CEO & Director,44,1981,5972016,0,0
CNC,Ms. Susan R. Smith,Chief Operating Officer,49,1976,1868145,0,0
CNC,Ms. Tanya M. McNally,Senior VP & Chief People Officer,51,1974,<NA>,0,0
CNP,Ben  Vallejo,Investor Relations Director,<NA>,<NA>,<NA>,0,0
CNP,Mr. Christopher A. Foster,Executive VP & CFO,45,1980,1689184,0,0
CNP,Mr. Jason Michael Ryan,Executive Vice President of Regulatory Services & Government Affairs,48,1977,1153218,0,0
CNP,Mr. Jesus  Soto Jr.,Executive VP & COO,57,1968,<NA>,0,0
CNP,Mr. Keith F. Stephens,Senior VP & Chief Communications Officer,<NA>,<NA>,<NA>,0,0
CNP,Mr. Kenneth E. Coleman,Senior VP & Chief Information Officer,<NA>,<NA>,<NA>,0,0
CNP,Ms. Bertha  Villatoro,Senior VP & Chief Human Resources Officer,<NA>,<NA>,<NA>,0,0
CNP,Ms. Carol R. Helliker,"Chief Ethics & Compliance Officer, Senior VP & Deputy General Counsel",64,1961,<NA>,0,0
CNP,Ms. Kristie L. Colvin,Senior Vice President & Chief Accounting Officer,61,1964,931303,0,0
CNP,Ms. Monica  Karuturi,Executive VP & General Counsel,45,1980,1732719,0,0
COF,Mr. Andrew M. Young,Chief Financial Officer,49,1976,3203220,0,0
COF,Mr. Danielle  Dietz,Managing Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
COF,"Mr. Frank G. LaPrade III, J.D.",Chief Enterprise Services Officer & Chief of Staff to the CEO,58,1967,4236114,0,0
COF,Mr. Joseph C. Portera,Chief Risk Officer for Financial Services,<NA>,<NA>,<NA>,0,0
COF,Mr. Matthew W. Cooper,"President of Discover Integration, General Counsel & Secretary",52,1973,4541057,0,0
COF,Mr. Richard D. Fairbank,"Founder, Chairman, CEO & President",74,1951,5610218,7083062,19753118
COF,Mr. Robert M. Alexander,Chief Information Officer,60,1965,3407942,0,955919
COF,Mr. Sanjiv  Yajnik,President of Financial Services,68,1957,3981334,0,0
COF,Mr. Timothy P. Golden,Senior VP Principal Accounting Officer & Controller,53,1972,<NA>,0,0
COF,Ms. Kaitlin Burek Haggerty,Chief Human Resources Officer,41,1984,<NA>,0,0
COIN,Dr. Daniel  Seifert,VP & Regional MD of EMEA,<NA>,<NA>,<NA>,0,0
COIN,Jennifer N. Jones,Chief Accounting Officer,<NA>,<NA>,<NA>,0,0
COIN,Mr. Anil K. Gupta,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
COIN,Mr. Brian  Armstrong,"Co-Founder, Chairman & CEO",42,1983,7235090,0,0
COIN,Mr. Faryar  Shirzad,Chief Policy Officer,<NA>,<NA>,<NA>,0,0
COIN,Mr. Frederick Ernest Ehrsam III,Co-Founder & Director,36,1989,<NA>,0,0
COIN,Mr. Lawrence J. Brock,Chief People Officer,53,1972,733450,49971288,4145736
COIN,Mr. Paul  Grewal J.D.,Chief Legal Officer & Corporate Secretary,53,1972,733450,29013572,105375920
COIN,Ms. Alesia Jeanne Haas,Chief Financial Officer,48,1977,733450,0,169371536
COIN,Ms. Emilie M. Choi,President & COO,46,1979,956530,142113584,241035664
COO,Mr. Agostino  Ricupati CPA,Senior Vice President & Tax,58,1967,670709,917720,1366153
COO,Mr. Albert G. White III,"President, CEO & Non-Independent Director",55,1970,1245567,7670227,42960680
COO,Mr. Brian G. Andrews,"Executive VP, CFO, Treasurer & Principal Accounting Officer",46,1979,738563,1685366,7610241
COO,Mr. Daniel G. McBride Esq.,Executive VP & COO,61,1964,943666,7090095,16448472
COO,Mr. Gerard H. Warner III,"President of CooperVision, Inc.",60,1965,653733,0,1232457
COO,Mr. Kim  Duncan,Vice President of Investor Relations & Risk Management,<NA>,<NA>,<NA>,0,0
COO,Mr. Nicholas S. Khadder J.D.,General Counsel & Secretary,51,1974,<NA>,0,0
